step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,2.0,0.5,1,2
3,1.0,3.0,0.3333333333333333,1,3
4,2.0,4.0,0.5,2,4
5,2.0,5.0,0.4,2,5
6,3.0,6.0,0.5,3,6
7,3.0,7.0,0.42857142857142855,3,7
8,4.0,8.0,0.5,4,8
9,4.0,9.0,0.4444444444444444,4,9
10,5.0,10.0,0.5,5,10
11,5.0,11.0,0.45454545454545453,5,11
12,6.0,12.0,0.5,6,12
13,6.0,13.0,0.46153846153846156,6,13
14,7.0,14.0,0.5,7,14
15,7.0,15.0,0.4666666666666667,7,15
16,8.0,16.0,0.5,8,16
17,8.0,17.0,0.47058823529411764,8,17
18,9.0,18.0,0.5,9,18
19,9.0,19.0,0.47368421052631576,9,19
20,10.0,20.0,0.5,10,20
21,10.0,21.0,0.47619047619047616,10,21
22,11.0,22.0,0.5,11,22
23,11.0,23.0,0.4782608695652174,11,23
24,12.0,24.0,0.5,12,24
25,12.0,25.0,0.48,12,25
26,13.0,26.0,0.5,13,26
27,13.0,27.0,0.48148148148148145,13,27
28,14.0,28.0,0.5,14,28
29,14.0,29.0,0.4827586206896552,14,29
30,15.0,30.0,0.5,15,30
31,15.0,31.0,0.4838709677419355,15,31
32,15.0,32.0,0.46875,15,32
33,15.0,33.0,0.45454545454545453,15,33
34,16.0,34.0,0.47058823529411764,16,34
35,16.0,35.0,0.45714285714285713,16,35
36,16.0,36.0,0.4444444444444444,16,36
37,16.0,37.0,0.43243243243243246,16,37
38,16.0,38.0,0.42105263157894735,16,38
39,16.0,39.0,0.41025641025641024,16,39
40,17.0,40.0,0.425,17,40
41,17.0,41.0,0.4146341463414634,17,41
42,17.0,42.0,0.40476190476190477,17,42
43,17.0,43.0,0.3953488372093023,17,43
44,17.0,44.0,0.38636363636363635,17,44
45,17.0,45.0,0.37777777777777777,17,45
46,17.0,46.0,0.3695652173913043,17,46
47,17.0,47.0,0.3617021276595745,17,47
48,18.0,48.0,0.375,18,48
49,18.0,49.0,0.3673469387755102,18,49
50,18.0,50.0,0.36,18,50
