step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,2.0,0.5,1,2
3,1.0,3.0,0.3333333333333333,1,3
4,2.0,4.0,0.5,2,4
5,2.0,5.0,0.4,2,5
6,3.0,6.0,0.5,3,6
7,3.0,7.0,0.42857142857142855,3,7
8,3.0,8.0,0.375,3,8
9,3.0,9.0,0.3333333333333333,3,9
10,3.0,10.0,0.3,3,10
11,3.0,11.0,0.2727272727272727,3,11
12,4.0,12.0,0.3333333333333333,4,12
13,4.0,13.0,0.3076923076923077,4,13
14,5.0,14.0,0.35714285714285715,5,14
15,5.0,15.0,0.3333333333333333,5,15
16,5.0,16.0,0.3125,5,16
17,5.0,17.0,0.29411764705882354,5,17
18,5.0,18.0,0.2777777777777778,5,18
19,5.0,19.0,0.2631578947368421,5,19
20,6.0,20.0,0.3,6,20
21,6.0,21.0,0.2857142857142857,6,21
22,6.0,22.0,0.2727272727272727,6,22
23,6.0,23.0,0.2608695652173913,6,23
24,6.0,24.0,0.25,6,24
25,6.0,25.0,0.24,6,25
26,6.0,26.0,0.23076923076923078,6,26
27,7.0,27.0,0.25925925925925924,7,27
28,7.0,28.0,0.25,7,28
29,7.0,29.0,0.2413793103448276,7,29
30,7.0,30.0,0.23333333333333334,7,30
31,7.0,31.0,0.22580645161290322,7,31
32,6.0,32.0,0.1875,6,32
