source_id,instance_id,model_name,trajectory_available,trajectory_length,final_success_available,final_success,patch_available,eval_log_available,category,subcategory,raw_path_or_dataset_index,parse_status,parse_error
hermes:kimi:060d3906-fb43-4b6a-9f84-a3103381e614,060d3906-fb43-4b6a-9f84-a3103381e614,kimi,True,6,False,,False,False,Agent Tools,Session & Memory,lambda/hermes-agent-reasoning-traces:kimi:train:51,ok,
hermes:kimi:0617dd7a-884e-43e7-b548-4b98f5d57391,0617dd7a-884e-43e7-b548-4b98f5d57391,kimi,True,34,False,,False,False,Agent Tools,Skill Invocation,lambda/hermes-agent-reasoning-traces:kimi:train:251,ok,
hermes:kimi:0678d8b6-b682-4a7d-9253-9258e4507ef4,0678d8b6-b682-4a7d-9253-9258e4507ef4,kimi,True,27,False,,False,False,Agent Tools,Delegation,lambda/hermes-agent-reasoning-traces:kimi:train:293,ok,
hermes:kimi:06964eef-c34b-4e91-8c62-eed954e79ca8,06964eef-c34b-4e91-8c62-eed954e79ca8,kimi,True,54,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:667,ok,
hermes:kimi:06b6544b-bcc8-468d-a08d-b95172249144,06b6544b-bcc8-468d-a08d-b95172249144,kimi,True,32,False,,False,False,Agent Tools,Testing & CI,lambda/hermes-agent-reasoning-traces:kimi:train:216,ok,
hermes:kimi:06b6d478-d4dc-4ef3-9023-3eeb97087205,06b6d478-d4dc-4ef3-9023-3eeb97087205,kimi,True,15,False,,False,False,Planning & Organization,Planning Tasks,lambda/hermes-agent-reasoning-traces:kimi:train:214,ok,
hermes:kimi:06c024c9-9ac2-4f54-b90c-99f9f690ff4a,06c024c9-9ac2-4f54-b90c-99f9f690ff4a,kimi,True,41,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:645,ok,
hermes:kimi:06d7b3d1-fd94-4f49-9f59-b6a579d8bb6b,06d7b3d1-fd94-4f49-9f59-b6a579d8bb6b,kimi,True,49,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:610,ok,
hermes:kimi:06dd1c74-5154-4b62-9ad6-65c9c69334a7,06dd1c74-5154-4b62-9ad6-65c9c69334a7,kimi,True,31,False,,False,False,Agent Tools,Background Processes,lambda/hermes-agent-reasoning-traces:kimi:train:243,ok,
hermes:kimi:07098e4c-96bb-4712-9bb1-3f520bc6fc1d,07098e4c-96bb-4712-9bb1-3f520bc6fc1d,kimi,True,49,False,,False,False,Repository Tasks,Maintenance,lambda/hermes-agent-reasoning-traces:kimi:train:1114,ok,
hermes:kimi:07194f9e-b636-4710-baab-784d654d3635,07194f9e-b636-4710-baab-784d654d3635,kimi,True,51,False,,False,False,Repository Tasks,Documentation,lambda/hermes-agent-reasoning-traces:kimi:train:912,ok,
hermes:kimi:07670746-1001-4f6a-afbd-25280406f5df,07670746-1001-4f6a-afbd-25280406f5df,kimi,True,34,False,,False,False,Agent Tools,Session & Memory,lambda/hermes-agent-reasoning-traces:kimi:train:211,ok,
hermes:kimi:07e9e6ef-f8f3-4358-a15b-90972d78424c,07e9e6ef-f8f3-4358-a15b-90972d78424c,kimi,True,45,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:719,ok,
hermes:kimi:080852fc-12f9-4ab7-bd4c-3703dfca6f89,080852fc-12f9-4ab7-bd4c-3703dfca6f89,kimi,True,48,False,,False,False,Repository Tasks,Environment Setup,lambda/hermes-agent-reasoning-traces:kimi:train:880,ok,
hermes:kimi:0808ea08-e8b8-462f-acc2-861ca9ed8a3a,0808ea08-e8b8-462f-acc2-861ca9ed8a3a,kimi,True,54,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:1054,ok,
hermes:kimi:0823103b-0701-4423-9df7-d69161206364,0823103b-0701-4423-9df7-d69161206364,kimi,True,9,False,,False,False,Agent Tools,Clarification,lambda/hermes-agent-reasoning-traces:kimi:train:131,ok,
hermes:kimi:085c8288-b6d6-4e7f-a44f-c9d2b4dbc026,085c8288-b6d6-4e7f-a44f-c9d2b4dbc026,kimi,True,26,False,,False,False,Terminal & Coding,Terminal Tasks,lambda/hermes-agent-reasoning-traces:kimi:train:260,ok,
hermes:kimi:086bfe69-0049-4d6c-882d-2de0dfaa4361,086bfe69-0049-4d6c-882d-2de0dfaa4361,kimi,True,5,False,,False,False,Planning & Organization,Planning Tasks,lambda/hermes-agent-reasoning-traces:kimi:train:502,ok,
hermes:kimi:0889111b-c169-45f9-8fc3-134c3c9ffb42,0889111b-c169-45f9-8fc3-134c3c9ffb42,kimi,True,34,False,,False,False,Agent Tools,Delegation,lambda/hermes-agent-reasoning-traces:kimi:train:469,ok,
hermes:kimi:088a3083-09b1-4d2c-b53a-abd3b2064c31,088a3083-09b1-4d2c-b53a-abd3b2064c31,kimi,True,27,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:1382,ok,
hermes:kimi:08f26c63-968d-4351-aa89-732975d0f189,08f26c63-968d-4351-aa89-732975d0f189,kimi,True,15,False,,False,False,Agent Tools,Delegation,lambda/hermes-agent-reasoning-traces:kimi:train:118,ok,
hermes:kimi:0906aa3d-02d8-445f-a05c-8f9fd75c04f1,0906aa3d-02d8-445f-a05c-8f9fd75c04f1,kimi,True,49,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:842,ok,
hermes:kimi:0982b09c-5f09-416d-8d63-9694f4e8fec8,0982b09c-5f09-416d-8d63-9694f4e8fec8,kimi,True,22,False,,False,False,Agent Tools,Skill Invocation,lambda/hermes-agent-reasoning-traces:kimi:train:496,ok,
hermes:kimi:098a1680-a814-46b4-b4f3-80dfe0870119,098a1680-a814-46b4-b4f3-80dfe0870119,kimi,True,50,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:670,ok,
hermes:kimi:09d50d10-10c8-4c83-a3c9-bac6f01c57a6,09d50d10-10c8-4c83-a3c9-bac6f01c57a6,kimi,True,17,False,,False,False,Repository Tasks,Maintenance,lambda/hermes-agent-reasoning-traces:kimi:train:870,ok,
hermes:kimi:0a3944de-5cbb-45f9-982a-51c0a640cdd3,0a3944de-5cbb-45f9-982a-51c0a640cdd3,kimi,True,7,False,,False,False,Agent Tools,Skill Invocation,lambda/hermes-agent-reasoning-traces:kimi:train:320,ok,
hermes:kimi:0a510680-9adf-4328-b853-d7b9ef41ebb9,0a510680-9adf-4328-b853-d7b9ef41ebb9,kimi,True,54,False,,False,False,Repository Tasks,Testing,lambda/hermes-agent-reasoning-traces:kimi:train:1134,ok,
hermes:kimi:0a8001a4-4158-4b42-bc12-d0c72620d783,0a8001a4-4158-4b42-bc12-d0c72620d783,kimi,True,51,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:1183,ok,
hermes:kimi:0aace1f5-f64d-48d0-a8c1-e545ad277667,0aace1f5-f64d-48d0-a8c1-e545ad277667,kimi,True,7,False,,False,False,Agent Tools,Delegation,lambda/hermes-agent-reasoning-traces:kimi:train:54,ok,
hermes:kimi:0ab93915-4def-47a0-90c3-440c39ec4a54,0ab93915-4def-47a0-90c3-440c39ec4a54,kimi,True,49,False,,False,False,Repository Tasks,Environment Setup,lambda/hermes-agent-reasoning-traces:kimi:train:956,ok,
hermes:kimi:0acfb7dc-a252-4bf2-a99a-32f6dfec3da0,0acfb7dc-a252-4bf2-a99a-32f6dfec3da0,kimi,True,49,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:1035,ok,
hermes:kimi:0b3b3b9c-0ad7-4de8-8379-0da0a841b94d,0b3b3b9c-0ad7-4de8-8379-0da0a841b94d,kimi,True,20,False,,False,False,Agent Tools,Delegation,lambda/hermes-agent-reasoning-traces:kimi:train:381,ok,
hermes:kimi:0b518f9d-2909-43d2-a93e-c6482e0ccb13,0b518f9d-2909-43d2-a93e-c6482e0ccb13,kimi,True,15,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:1264,ok,
hermes:kimi:0b564ac4-a54c-44f9-a443-f8c4f9d84c04,0b564ac4-a54c-44f9-a443-f8c4f9d84c04,kimi,True,54,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:951,ok,
hermes:kimi:0b6f4a9b-459b-4a6a-8526-cf044dbd4aca,0b6f4a9b-459b-4a6a-8526-cf044dbd4aca,kimi,True,34,False,,False,False,Agent Tools,Skill Invocation,lambda/hermes-agent-reasoning-traces:kimi:train:377,ok,
hermes:kimi:0b8081be-e7f2-421d-8c96-148df3d1677b,0b8081be-e7f2-421d-8c96-148df3d1677b,kimi,True,34,False,,False,False,Agent Tools,Background Processes,lambda/hermes-agent-reasoning-traces:kimi:train:350,ok,
hermes:kimi:0b8c9830-b0e3-4961-97ee-bb1780000cda,0b8c9830-b0e3-4961-97ee-bb1780000cda,kimi,True,54,False,,False,False,Repository Tasks,Testing,lambda/hermes-agent-reasoning-traces:kimi:train:920,ok,
hermes:kimi:0b91f114-5794-4ecc-bbb0-59c3017a055b,0b91f114-5794-4ecc-bbb0-59c3017a055b,kimi,True,54,False,,False,False,Repository Tasks,Documentation,lambda/hermes-agent-reasoning-traces:kimi:train:941,ok,
hermes:kimi:0bd56be7-76e5-4c5f-8f8d-0a0abf70fc1c,0bd56be7-76e5-4c5f-8f8d-0a0abf70fc1c,kimi,True,45,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:681,ok,
hermes:kimi:0c082354-fa8a-491d-aa69-f31716080171,0c082354-fa8a-491d-aa69-f31716080171,kimi,True,34,False,,False,False,Agent Tools,Session & Memory,lambda/hermes-agent-reasoning-traces:kimi:train:62,ok,
hermes:kimi:0c0fe2a9-a844-4df7-8d49-919052ffa092,0c0fe2a9-a844-4df7-8d49-919052ffa092,kimi,True,7,False,,False,False,Agent Tools,Skill Invocation,lambda/hermes-agent-reasoning-traces:kimi:train:426,ok,
hermes:kimi:0c159a4c-a004-4bb3-999a-45d85d4f364b,0c159a4c-a004-4bb3-999a-45d85d4f364b,kimi,True,54,False,,False,False,Repository Tasks,Environment Setup,lambda/hermes-agent-reasoning-traces:kimi:train:944,ok,
hermes:kimi:0c699abf-bc77-454a-8197-d56a2294098a,0c699abf-bc77-454a-8197-d56a2294098a,kimi,True,13,False,,False,False,Agent Tools,Memory & Context,lambda/hermes-agent-reasoning-traces:kimi:train:0,ok,
hermes:kimi:0c8f10e5-e892-46ad-aa4e-69cd79d92cec,0c8f10e5-e892-46ad-aa4e-69cd79d92cec,kimi,True,54,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:896,ok,
hermes:kimi:0ca22d1e-191c-468f-b695-764f4146c52c,0ca22d1e-191c-468f-b695-764f4146c52c,kimi,True,9,False,,False,False,Agent Tools,Skill Invocation,lambda/hermes-agent-reasoning-traces:kimi:train:229,ok,
hermes:kimi:0ccda2ac-2d3a-4497-96b7-4e3385c01ca8,0ccda2ac-2d3a-4497-96b7-4e3385c01ca8,kimi,True,51,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:669,ok,
hermes:kimi:0d7a7e1d-bcc9-4846-9348-e1d08eae4d20,0d7a7e1d-bcc9-4846-9348-e1d08eae4d20,kimi,True,51,False,,False,False,Repository Tasks,Testing,lambda/hermes-agent-reasoning-traces:kimi:train:1002,ok,
hermes:kimi:0d7cf6e8-7900-4d61-9264-a83e6ed084ac,0d7cf6e8-7900-4d61-9264-a83e6ed084ac,kimi,True,17,False,,False,False,Agent Tools,Todo & Planning,lambda/hermes-agent-reasoning-traces:kimi:train:220,ok,
hermes:kimi:0db92d74-5d3c-465e-a2e1-08887bb47973,0db92d74-5d3c-465e-a2e1-08887bb47973,kimi,True,9,False,,False,False,Agent Tools,Clarification,lambda/hermes-agent-reasoning-traces:kimi:train:159,ok,
hermes:kimi:0eaaac78-6293-42f7-87b5-437a5e9eac36,0eaaac78-6293-42f7-87b5-437a5e9eac36,kimi,True,54,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:1325,ok,
hermes:kimi:0ecf99b9-7147-45ee-a8a8-276938eb0707,0ecf99b9-7147-45ee-a8a8-276938eb0707,kimi,True,54,False,,False,False,Repository Tasks,Documentation,lambda/hermes-agent-reasoning-traces:kimi:train:551,ok,
hermes:kimi:0ed8f643-fc81-49af-a0d7-e961e8bb4403,0ed8f643-fc81-49af-a0d7-e961e8bb4403,kimi,True,49,False,,False,False,Repository Tasks,Environment Setup,lambda/hermes-agent-reasoning-traces:kimi:train:1434,ok,
hermes:kimi:0f4de388-ecac-4ddc-b705-b36bf087b6d6,0f4de388-ecac-4ddc-b705-b36bf087b6d6,kimi,True,54,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:717,ok,
hermes:kimi:0fa5f4a7-d7cf-4b52-a997-e093d016bf21,0fa5f4a7-d7cf-4b52-a997-e093d016bf21,kimi,True,31,False,,False,False,Agent Tools,Todo & Planning,lambda/hermes-agent-reasoning-traces:kimi:train:121,ok,
hermes:kimi:0fe45f75-fa2a-4fb4-be8a-ed68d9b3f20f,0fe45f75-fa2a-4fb4-be8a-ed68d9b3f20f,kimi,True,54,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:1167,ok,
hermes:kimi:0ff7d5a4-66ba-4dfa-afe8-229a4ca91584,0ff7d5a4-66ba-4dfa-afe8-229a4ca91584,kimi,True,41,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:841,ok,
hermes:kimi:10281719-7bc5-404c-b1bb-3e929a3c8340,10281719-7bc5-404c-b1bb-3e929a3c8340,kimi,True,54,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:1209,ok,
hermes:kimi:10289b6f-6f1c-49a8-86fc-5b3a74e2e272,10289b6f-6f1c-49a8-86fc-5b3a74e2e272,kimi,True,51,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:1481,ok,
hermes:kimi:105e3b58-8396-4ab1-bbc9-17f44b8075b6,105e3b58-8396-4ab1-bbc9-17f44b8075b6,kimi,True,34,False,,False,False,Agent Tools,Skill Invocation,lambda/hermes-agent-reasoning-traces:kimi:train:201,ok,
hermes:kimi:108c70a4-7e0a-4683-830e-e772f4040505,108c70a4-7e0a-4683-830e-e772f4040505,kimi,True,54,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:652,ok,
hermes:kimi:10b065c9-b8a8-47d4-8232-272c52ab3d35,10b065c9-b8a8-47d4-8232-272c52ab3d35,kimi,True,51,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:864,ok,
hermes:kimi:10d6fb5f-f8b2-40b5-b6f5-ce5aa3943628,10d6fb5f-f8b2-40b5-b6f5-ce5aa3943628,kimi,True,54,False,,False,False,Repository Tasks,Environment Setup,lambda/hermes-agent-reasoning-traces:kimi:train:548,ok,
hermes:kimi:10d99308-2ae5-4889-8084-6b3b5538e327,10d99308-2ae5-4889-8084-6b3b5538e327,kimi,True,23,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:743,ok,
hermes:kimi:10fc2943-e91d-4f01-801f-cceb2e200f59,10fc2943-e91d-4f01-801f-cceb2e200f59,kimi,True,51,False,,False,False,Repository Tasks,Feature Implementation,lambda/hermes-agent-reasoning-traces:kimi:train:1117,ok,
hermes:kimi:117a5dee-25ef-4482-964f-ab2b9783f85d,117a5dee-25ef-4482-964f-ab2b9783f85d,kimi,True,50,False,,False,False,Repository Tasks,Environment Setup,lambda/hermes-agent-reasoning-traces:kimi:train:1255,ok,
hermes:kimi:11ae1c47-3069-4cac-8618-ca3e4537760a,11ae1c47-3069-4cac-8618-ca3e4537760a,kimi,True,54,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:1378,ok,
hermes:kimi:11e7d208-e472-4f57-af27-e0ae1dc403a2,11e7d208-e472-4f57-af27-e0ae1dc403a2,kimi,True,21,False,,False,False,Agent Tools,Testing & CI,lambda/hermes-agent-reasoning-traces:kimi:train:307,ok,
hermes:kimi:11fc2513-5902-4700-83c8-5685683379da,11fc2513-5902-4700-83c8-5685683379da,kimi,True,54,False,,False,False,Repository Tasks,Testing,lambda/hermes-agent-reasoning-traces:kimi:train:1069,ok,
hermes:kimi:12493345-2ba2-4884-bc17-30a1002e8ff9,12493345-2ba2-4884-bc17-30a1002e8ff9,kimi,True,13,False,,False,False,Agent Tools,Skill Invocation,lambda/hermes-agent-reasoning-traces:kimi:train:427,ok,
hermes:kimi:124d033b-21fb-4e7a-a86e-5a363d0c344d,124d033b-21fb-4e7a-a86e-5a363d0c344d,kimi,True,54,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:1070,ok,
hermes:kimi:12bdec67-8cf1-42ce-803c-5178180d177e,12bdec67-8cf1-42ce-803c-5178180d177e,kimi,True,23,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:620,ok,
hermes:kimi:12f0d6ff-3080-4b98-bef1-421afb037148,12f0d6ff-3080-4b98-bef1-421afb037148,kimi,True,8,False,,False,False,Agent Tools,Skill Invocation,lambda/hermes-agent-reasoning-traces:kimi:train:458,ok,
hermes:kimi:132b964b-4225-4d50-a264-51c6ec56870c,132b964b-4225-4d50-a264-51c6ec56870c,kimi,True,29,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:1015,ok,
hermes:kimi:1354daea-2bbc-4ed9-81a1-48e5acb3937d,1354daea-2bbc-4ed9-81a1-48e5acb3937d,kimi,True,54,False,,False,False,Repository Tasks,Testing,lambda/hermes-agent-reasoning-traces:kimi:train:1322,ok,
hermes:kimi:13742f00-97b6-499a-8c31-f2744f362635,13742f00-97b6-499a-8c31-f2744f362635,kimi,True,43,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:723,ok,
hermes:kimi:1396b3b3-e5bf-4b4f-81d8-b5640a71f23e,1396b3b3-e5bf-4b4f-81d8-b5640a71f23e,kimi,True,9,False,,False,False,Agent Tools,Memory & Context,lambda/hermes-agent-reasoning-traces:kimi:train:442,ok,
hermes:kimi:13973d03-5a8f-4f26-9a22-b210e96c3e5c,13973d03-5a8f-4f26-9a22-b210e96c3e5c,kimi,True,29,False,,False,False,Agent Tools,Background Processes,lambda/hermes-agent-reasoning-traces:kimi:train:174,ok,
hermes:kimi:13da1413-a244-4aed-9d13-8160a79b0b7c,13da1413-a244-4aed-9d13-8160a79b0b7c,kimi,True,41,False,,False,False,Repository Tasks,Codebase Exploration,lambda/hermes-agent-reasoning-traces:kimi:train:1406,ok,
hermes:kimi:13e2693f-1118-4dcf-a597-f08c6820e43a,13e2693f-1118-4dcf-a597-f08c6820e43a,kimi,True,54,False,,False,False,Repository Tasks,Bug Fix,lambda/hermes-agent-reasoning-traces:kimi:train:683,ok,
hermes:kimi:142c7139-bcf2-4743-a3b5-006e67fa29e4,142c7139-bcf2-4743-a3b5-006e67fa29e4,kimi,True,11,False,,False,False,Agent Tools,Delegation,lambda/hermes-agent-reasoning-traces:kimi:train:382,ok,
