step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,2.0,0.5,1,2
3,1.0,3.0,0.3333333333333333,1,3
4,1.0,4.0,0.25,1,4
5,1.0,5.0,0.2,1,5
6,2.0,6.0,0.3333333333333333,2,6
7,2.0,7.0,0.2857142857142857,2,7
8,3.0,8.0,0.375,3,8
9,3.0,9.0,0.3333333333333333,3,9
10,4.0,10.0,0.4,4,10
11,4.0,11.0,0.36363636363636365,4,11
12,4.0,12.0,0.3333333333333333,4,12
13,4.0,13.0,0.3076923076923077,4,13
14,4.0,14.0,0.2857142857142857,4,14
15,5.0,15.0,0.3333333333333333,5,15
16,5.0,16.0,0.3125,5,16
17,5.0,17.0,0.29411764705882354,5,17
18,5.0,18.0,0.2777777777777778,5,18
19,5.0,19.0,0.2631578947368421,5,19
20,6.0,20.0,0.3,6,20
21,6.0,21.0,0.2857142857142857,6,21
22,7.0,22.0,0.3181818181818182,7,22
23,7.0,23.0,0.30434782608695654,7,23
24,8.0,24.0,0.3333333333333333,8,24
25,8.0,25.0,0.32,8,25
26,8.0,26.0,0.3076923076923077,8,26
27,8.0,27.0,0.2962962962962963,8,27
28,8.0,28.0,0.2857142857142857,8,28
29,8.0,29.0,0.27586206896551724,8,29
30,8.0,30.0,0.26666666666666666,8,30
31,8.0,31.0,0.25806451612903225,8,31
32,9.0,32.0,0.28125,9,32
33,9.0,33.0,0.2727272727272727,9,33
34,10.0,34.0,0.29411764705882354,10,34
35,10.0,35.0,0.2857142857142857,10,35
36,10.0,36.0,0.2777777777777778,10,36
37,10.0,37.0,0.2702702702702703,10,37
38,10.0,38.0,0.2631578947368421,10,38
39,11.0,39.0,0.28205128205128205,11,39
40,11.0,40.0,0.275,11,40
41,11.0,41.0,0.2682926829268293,11,41
42,12.0,42.0,0.2857142857142857,12,42
43,12.0,43.0,0.27906976744186046,12,43
44,13.0,44.0,0.29545454545454547,13,44
45,13.0,45.0,0.28888888888888886,13,45
46,14.0,46.0,0.30434782608695654,14,46
47,13.0,47.0,0.2765957446808511,13,47
