trace_key,turn,agent,model,prompt_variant,context_variant,ensemble_size,raw_value,progress_value,raw
swe-agent:000349:bihealth__biomedsheets-23,1,1,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,2,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,3,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,4,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,5,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,6,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,7,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,8,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,9,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,10,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,11,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,12,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,13,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,14,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,15,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,16,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,17,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,18,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,19,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,20,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,21,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,22,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,24,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,25,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,26,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,27,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,28,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,29,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,30,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,31,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,32,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,33,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,34,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,35,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,36,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,37,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,38,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,39,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,1,40,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0
swe-agent:000349:bihealth__biomedsheets-23,2,1,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,0.0,0.0,0.0
