step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,2.0,0.5,1,2
3,1.0,3.0,0.3333333333333333,1,3
4,1.0,4.0,0.25,1,4
5,1.0,5.0,0.2,1,5
6,2.0,6.0,0.3333333333333333,2,6
7,2.0,7.0,0.2857142857142857,2,7
8,2.0,8.0,0.25,2,8
9,2.0,9.0,0.2222222222222222,2,9
10,2.0,10.0,0.2,2,10
11,3.0,11.0,0.2727272727272727,3,11
12,3.0,12.0,0.25,3,12
13,4.0,13.0,0.3076923076923077,4,13
14,4.0,14.0,0.2857142857142857,4,14
15,4.0,15.0,0.26666666666666666,4,15
16,4.0,16.0,0.25,4,16
17,4.0,17.0,0.23529411764705882,4,17
18,5.0,18.0,0.2777777777777778,5,18
19,5.0,19.0,0.2631578947368421,5,19
20,6.0,20.0,0.3,6,20
21,6.0,21.0,0.2857142857142857,6,21
22,7.0,22.0,0.3181818181818182,7,22
23,7.0,23.0,0.30434782608695654,7,23
24,8.0,24.0,0.3333333333333333,8,24
25,8.0,25.0,0.32,8,25
26,9.0,26.0,0.34615384615384615,9,26
27,9.0,27.0,0.3333333333333333,9,27
28,10.0,28.0,0.35714285714285715,10,28
29,10.0,29.0,0.3448275862068966,10,29
30,11.0,30.0,0.36666666666666664,11,30
31,11.0,31.0,0.3548387096774194,11,31
32,12.0,32.0,0.375,12,32
33,12.0,33.0,0.36363636363636365,12,33
34,13.0,34.0,0.38235294117647056,13,34
35,13.0,35.0,0.37142857142857144,13,35
36,14.0,36.0,0.3888888888888889,14,36
37,14.0,37.0,0.3783783783783784,14,37
38,15.0,38.0,0.39473684210526316,15,38
39,15.0,39.0,0.38461538461538464,15,39
40,15.0,40.0,0.375,15,40
41,15.0,41.0,0.36585365853658536,15,41
42,16.0,42.0,0.38095238095238093,16,42
43,16.0,43.0,0.37209302325581395,16,43
44,17.0,44.0,0.38636363636363635,17,44
45,17.0,45.0,0.37777777777777777,17,45
46,17.0,46.0,0.3695652173913043,17,46
47,18.0,47.0,0.3829787234042553,18,47
48,18.0,48.0,0.375,18,48
49,18.0,49.0,0.3673469387755102,18,49
50,19.0,50.0,0.38,19,50
51,19.0,51.0,0.37254901960784315,19,51
52,19.0,52.0,0.36538461538461536,19,52
53,20.0,53.0,0.37735849056603776,20,53
54,20.0,54.0,0.37037037037037035,20,54
55,21.0,55.0,0.38181818181818183,21,55
56,20.0,56.0,0.35714285714285715,20,56
