step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,2.0,0.5,1,2
3,1.0,3.0,0.3333333333333333,1,3
4,1.0,4.0,0.25,1,4
5,1.0,5.0,0.2,1,5
6,2.0,6.0,0.3333333333333333,2,6
7,2.0,7.0,0.2857142857142857,2,7
8,3.0,8.0,0.375,3,8
9,3.0,9.0,0.3333333333333333,3,9
10,4.0,10.0,0.4,4,10
11,4.0,11.0,0.36363636363636365,4,11
12,4.0,12.0,0.3333333333333333,4,12
13,4.0,13.0,0.3076923076923077,4,13
14,4.0,14.0,0.2857142857142857,4,14
15,5.0,15.0,0.3333333333333333,5,15
16,5.0,16.0,0.3125,5,16
17,6.0,17.0,0.35294117647058826,6,17
18,6.0,18.0,0.3333333333333333,6,18
19,7.0,19.0,0.3684210526315789,7,19
20,7.0,20.0,0.35,7,20
21,8.0,21.0,0.38095238095238093,8,21
22,8.0,22.0,0.36363636363636365,8,22
23,9.0,23.0,0.391304347826087,9,23
24,9.0,24.0,0.375,9,24
25,9.0,25.0,0.36,9,25
26,9.0,26.0,0.34615384615384615,9,26
27,9.0,27.0,0.3333333333333333,9,27
28,9.0,28.0,0.32142857142857145,9,28
29,9.0,29.0,0.3103448275862069,9,29
30,9.0,30.0,0.3,9,30
31,10.0,31.0,0.3225806451612903,10,31
32,10.0,32.0,0.3125,10,32
33,10.0,33.0,0.30303030303030304,10,33
34,10.0,34.0,0.29411764705882354,10,34
35,10.0,35.0,0.2857142857142857,10,35
36,11.0,36.0,0.3055555555555556,11,36
37,11.0,37.0,0.2972972972972973,11,37
38,11.0,38.0,0.2894736842105263,11,38
39,11.0,39.0,0.28205128205128205,11,39
40,10.0,40.0,0.25,10,40
