connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
d24309a03db5464e,kv/east,,1310905269637,1310906346805,0,0,22,11,10,0,37,23,10,0
57d37d8a998645d9,kv/germany,,1310905741076,1310906507916,0,0,14,7,10,0,16,12,10,0
9a161dbc6a5fe989,api/germany,,1691153865792,1693034592214,1541,15282,,,,,,,,
6abc25278992f703,api/germany,,1691557729771,1693379967320,1541,15277,,,,,,,,
d9b7de56566686e0,api/east,,1691152974494,1693707252520,1541,15267,,,,,,,,
fc6b3c773e29602c,api/east,,1691557257485,1693751286287,1541,15281,,,,,,,,
dfa0f4b2b40c0762,api/germany,,1691982315332,1693780546934,1541,15287,,,,,,,,
24f9c918557b1519,api/east,,1691961286361,1694061165778,1541,15287,,,,,,,,
615c4b4274be10f4,api/germany,,1692365788831,1694181402533,1541,15287,,,,,,,,
98ce898a62a910c2,api/east,,1692365225375,1694445251603,1541,14034,,,,,,,,
c33644d3a77aabaf,api/germany,,1692769767148,1694589903323,1541,15287,,,,,,,,
711c421f60f68172,api/east,,1692769179913,1694868426555,1541,14034,,,,,,,,
b06445d5238e2ccf,api/germany,,1693173537041,1694986383042,1541,14034,,,,,,,,
81f7a4c2bf6e10f1,api/east,,1693173167402,1695271961590,1541,15284,,,,,,,,
ae7099aa81e8c4c1,api/germany,,1693577561340,1695383770939,1541,14022,,,,,,,,
ca4b92700e9cfe2d,api/east,,1693577237155,1695640646941,1541,14022,,,,,,,,
7a63f2958aae04bd,api/germany,,1693981508218,1695794369652,1541,15289,,,,,,,,
02e27c66a0da2d55,api/east,,1693981031098,1696057070171,1541,14032,,,,,,,,
3add512252aa875b,api/germany,,1694385605643,1696192103621,1541,15275,,,,,,,,
2fc030fefd00b7c1,api/germany,,1696154853151,1696253814676,74,54591,,,,,,,,
5f033178e0bddff0,api/east,,1694385039577,1696455398532,1541,15275,,,,,,,,
e85672a96d7a81d4,api/germany,,1694789576861,1696593156290,1541,15273,,,,,,,,
32da8add8763f053,api/east,,1696154421737,1696595720861,74,54584,,,,,,,,
a2ab5a4663035982,api/east,,1694789105562,1696850464759,1541,15256,,,,,,,,
3781c401085e153c,api/germany,,1695193517934,1697000213222,1543,14029,,,,,,,,
6f9af43c0d1b82a8,api/east,,1695193069718,1697283063843,1543,15267,,,,,,,,
28566fe46b3238fb,api/germany,,1697253964801,1697350996358,74,54767,,,,,,,,
c66232070678b423,api/germany,,1695597569688,1697399795419,1543,15246,,,,,,,,
82743e83615c04c6,api/east,,1695597195721,1697679810704,1543,14061,,,,,,,,
aa3bb24e15a6c272,api/germany,,1696001642276,1697803022282,1543,14029,,,,,,,,
19ae2b47fb25f331,api/east,,1697597457914,1698024677033,74,54777,,,,,,,,
27ec1e39c6e397ae,api/east,,1696001121334,1698076120555,1543,14022,,,,,,,,
d0e215c0d97bcec2,api/germany,,1696405644610,1698201579873,1543,14032,,,,,,,,
aa881654db2f12ce,api/east,,1696405035094,1698409431175,1543,13525,,,,,,,,
cc47c143afda739b,api/germany,,1698351405325,1698448523283,74,54788,,,,,,,,
a8d37060c1e8bb8e,api/germany,,1696809612373,1698605190246,1543,14032,,,,,,,,
6d64c1fb54637253,api/east,,1696809218599,1698892781455,1543,15252,,,,,,,,
1edd65a60f7a3a9f,api/germany,,1697213840673,1699003085778,1543,14032,,,,,,,,
07171d0aabfaae7d,api/east,,1697213259760,1699261927496,1543,14032,,,,,,,,
cff4669ccaaa1d75,api/east,,1699024853301,1699422992097,74,54801,,,,,,,,
108f795d31209069,api/germany,,1697617676961,1699432424323,1543,14022,,,,,,,,
04f43a1a10575bd9,api/germany,,1699448800805,1699547557098,74,54810,,,,,,,,
c5317c6e9c70dca2,api/east,,1697617066813,1699694078695,1543,14022,,,,,,,,
b2ab2253eb3a3a62,api/germany,,1698021562426,1699841184912,1543,15278,,,,,,,,
6e4b524da98867a7,api/east,,1698021082231,1700114998494,1543,15280,,,,,,,,
39453b47e9b1de07,api/germany,,1698425693659,1700247795313,1543,14043,,,,,,,,
e8f336f471d7b6aa,api/east,,1698425151138,1700474978732,1543,14022,,,,,,,,
ddc418ab124109fd,api/germany,,1700547823304,1700645368910,74,54795,,,,,,,,
98714b49f104c4e5,api/germany,,1698830253256,1700650130828,1543,15293,,,,,,,,
7fb8556c2b27f0c0,api/east,,1700423238717,1700881582460,74,54800,,,,,,,,
3ab3f6fe13ec094d,api/east,,1698830022616,1700896228346,1543,15293,,,,,,,,
04dd26558b3acb7f,api/germany,,1699233662568,1701078878902,1543,15274,,,,,,,,
c4395a810b8bd7af,api/east,,1699233346028,1701290971140,1543,14034,,,,,,,,
f54a22d1c2d5000d,api/germany,,1699637864288,1701501344413,1543,15293,,,,,,,,
117b77bb2bdb505e,api/east,,1699637191734,1701677763557,1543,15251,,,,,,,,
f6ffa7a8186eae86,api/germany,,1700042812370,1701917472899,1543,14056,,,,,,,,
8d4e17c74038ee3c,api/east,,1700042700200,1702102550881,1543,15295,,,,,,,,
a5a4960a514eb1ab,api/east,,1701881916006,1702309470155,74,54798,,,,,,,,
a40fe5f862f4fd83,api/germany,,1700445706476,1702327918731,1543,14032,,,,,,,,
a804e52837f6f502,api/east,,1700445091941,1702490204259,1543,15288,,,,,,,,
4063440c00925083,api/germany,,1700849753247,1702703690702,1543,14022,,,,,,,,
29b73ef491eb67c8,api/east,,1700849264666,1702876202181,1543,15293,,,,,,,,
ebe07a96663285f0,api/germany,,1701253779390,1703122509126,1543,14056,,,,,,,,
2052e4736dbb2a7c,api/east,,1701253244462,1703290504867,1543,14043,,,,,,,,
0eed901133d18c91,api/germany,,1701657747528,1703450483584,1543,13525,,,,,,,,
76a4ca85e484885f,api/east,,1701657189959,1703722654674,1543,15285,,,,,,,,
f0a290cded84b813,api/germany,,1702061794475,1703922376821,1543,15288,,,,,,,,
5831aad2af32e592,api/east,,1702061305022,1704120321677,1543,15278,,,,,,,,
da3a4b3c5675e8cc,api/germany,,1702465848281,1704341002150,1543,15290,,,,,,,,
4855293523e98c61,api/east,,1702465337949,1704528098953,1543,14040,,,,,,,,
ce3d82436799d831,api/germany,,1702869799058,1704722750760,1543,15276,,,,,,,,
299900d57a17304e,api/east,,1702869417787,1704933353450,1543,14034,,,,,,,,
551da9d94ca080bf,api/germany,,1703273826829,1705144450052,1543,14027,,,,,,,,
d66b315563b57650,api/east,,1703273338588,1705352303434,1543,14022,,,,,,,,
81222c9bab55bb84,api/germany,,1703677875689,1705551492264,1543,14034,,,,,,,,
1a18f63e5bfc9df8,api/east,,1703677295727,1705750393808,1543,14034,,,,,,,,
a57e6d74a6f5e571,api/germany,,1704081855761,1705933096564,1543,14040,,,,,,,,
a83e8706a4be1015,api/east,,1704081427703,1706145084569,1543,14040,,,,,,,,
c22186c255bfb26e,api/germany,,1704485973224,1706341231865,1543,14030,,,,,,,,
f9c2908ebc0ccf84,api/east,,1704485478892,1706548719795,1543,14030,,,,,,,,
c57d26e283e361c1,api/germany,,1704889822880,1706718217811,1543,15290,,,,,,,,
a527bab297c4f8ac,api/east,,1704889341072,1706962509047,1543,15288,,,,,,,,
3727de8c3d1b0ce9,api/germany,,1705294094353,1707150083748,1543,14040,,,,,,,,
df9972de66c07eaa,api/east,,1705293442117,1707358804387,1543,15273,,,,,,,,
ea4d7c4ad8caaba2,api/germany,,1705697947145,1707563720200,1543,15293,,,,,,,,
d187fad0b6d47968,api/east,,1705697427767,1707755627497,1543,14052,,,,,,,,
30c3632f80ea27ad,api/germany,,1706101953464,1707975049098,1543,14027,,,,,,,,
59490aea190d9121,api/east,,1706101468369,1708150452809,1543,14031,,,,,,,,
42082b5efa2b467e,api/germany,,1706505909358,1708386548287,1543,15280,,,,,,,,
ac82ec49b458c899,api/east,,1706505577269,1708579895290,1543,15290,,,,,,,,
f45f1e1fcd8519c8,api/germany,,1706909969397,1708766810715,1543,15273,,,,,,,,
06443500f0c032e2,api/east,,1706909481577,1708969276418,1543,14066,,,,,,,,
1479819210fcd6b5,api/germany,,1707315469542,1709154374743,1543,14027,,,,,,,,
324fa4106991e513,api/east,,1707313557185,1709406690003,1543,15284,,,,,,,,
ade459255d813ad4,api/germany,,1707718037592,1709562736376,1543,15273,,,,,,,,
52a4abefe7244314,api/east,,1707717570551,1709804536771,1543,15285,,,,,,,,
00eb618415ce7a52,api/germany,,1708122029940,1709969019932,1543,14037,,,,,,,,
48650ebf0cf70dfe,api/east,,1708121525329,1710218255407,1543,14037,,,,,,,,
d4b04d3f9f0d3140,api/germany,,1708526167398,1710371423120,1543,15288,,,,,,,,
f2c35b49a2e58b5b,api/east,,1708525575118,1710622632496,1543,15277,,,,,,,,
1f17d0933a1bd482,api/germany,,1708930026652,1710746248716,1543,15285,,,,,,,,
a259bfb207bd7a15,api/east,,1708929508456,1711050126959,1543,15293,,,,,,,,
644cd66beb936236,api/germany,,1709334100206,1711153327867,1543,14030,,,,,,,,
b8d38f6a1c97a841,api/east,,1709333505497,1711420250945,1543,14046,,,,,,,,
b409434ad3d8ab97,api/germany,,1709738128075,1711556594074,1543,15280,,,,,,,,
e7e183d82eaa3a2f,api/east,,1709737487339,1711845849440,1543,15273,,,,,,,,
df4ad180c89a8f92,api/germany,,1710142137078,1711962439844,1543,14040,,,,,,,,
5bab30366bfd6e73,api/east,,1710141709200,1712236041048,1543,14029,,,,,,,,
85a2e4fd488ab00d,api/germany,,1710546188841,1712367424197,1543,14034,,,,,,,,
ee17589051138539,api/east,,1710545637813,1712596392170,1543,15295,,,,,,,,
7933712d03964b78,api/germany,,1710950043898,1712769888600,1543,15273,,,,,,,,
f7f8b08b146589e0,api/east,,1710949732627,1713025898516,1543,14034,,,,,,,,
9c18eb2755ba863e,api/germany,,1711354255830,1713182276308,1543,15272,,,,,,,,
cd4e94633a5edcf1,api/east,,1711353570181,1713417278588,1543,14045,,,,,,,,
96dfdda666677db2,api/germany,,1711758118791,1713587483328,1543,15275,,,,,,,,
b68375e3a319f123,api/east,,1711757662430,1713795243170,1543,15295,,,,,,,,
e8521f15e0ec054f,api/germany,,1712162137302,1713994482539,1543,14055,,,,,,,,
1cdc898b79dcc2b1,api/east,,1712161686641,1714193975191,1543,15258,,,,,,,,
ba7dab6d6188e3a4,api/germany,,1712566295690,1714402707989,1543,15284,,,,,,,,
20086302b3c2c05b,api/east,,1712565732420,1714598430718,1543,14040,,,,,,,,
734c83b9f1cd9510,api/germany,,1712970266223,1714805296613,1543,15290,,,,,,,,
6367033ed77b74c9,api/east,,1712969662256,1715009736303,1543,15250,,,,,,,,
88f7c30fd279de3d,api/germany,,1713374274971,1715214406753,1543,15285,,,,,,,,
1ceb9fe71ee51703,api/east,,1713373758588,1715391414212,1543,15279,,,,,,,,
edbebf789c014e6f,api/germany,,1713778350670,1715617485276,1543,15295,,,,,,,,
