connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_first_byte_ns,client_last_byte_ns,target_first_byte_ns,target_last_byte_ns,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
16628eaeb7490fa5,kv,,10676753347808,10676754051810,0,0,,,,,20,10,10,0,30,24,10,0
0aa531f394fafd2d,kv,,10677440546614,10677441168381,0,0,,,,,21,10,10,0,32,26,10,0
d8a7d473f7e9cfe6,api,,10859161461860,10860483901626,16742,46376,10859801927687,10859801927687,10859847171743,10860483055988,,,,,,,,
b8099aaa45372820,api,,10862294748826,10863653689019,16718,46784,10862923016999,10862923016999,10862953961222,10863653183781,,,,,,,,
0c8b4e322df245ff,api,,10865559826895,10866869817833,16730,46814,10866143851637,10866143851637,10866178136702,10866868574729,,,,,,,,
991d6566c396f246,api,,10868834251811,10870125407437,16742,46124,10869466260769,10869466260769,10869504330436,10870124855671,,,,,,,,
418e6cb8ff484819,api,,10871999405460,10873287612985,16730,46568,10872586987696,10872586987696,10872620078367,10873287127794,,,,,,,,
f95de3587aaa60f8,api,,10875259438762,10876579261668,16730,46344,10875909176667,10875909176667,10875945160432,10876578642957,,,,,,,,
ac161539acd6a057,api,,10878437182419,10880054608088,16718,49002,10879030017348,10879030017348,10879088108429,10880054085506,,,,,,,,
3899fbfb73189985,api,,10881507383409,10882532106693,16724,48551,10881509370189,10881509370189,10881583700864,10882495541645,,,,,,,,
e437cd71d55655cc,api,,10889194695997,10890215414086,16932,46205,10889503162611,10889503162611,10889548766816,10890214748286,,,,,,,,
3db57788dd490d15,api,,10889449040113,10890260896403,16920,46663,10889503301511,10889503301511,10889579324765,10890260319761,,,,,,,,
220f24b4b6608285,api,,10889307552759,10890306648326,16908,47109,10889503199270,10889503199270,10889579369419,10890305724412,,,,,,,,
8f6502b40d40355a,api,,10889614258448,10890362496574,16932,46434,10889635906109,10889635906109,10889683936660,10890361702553,,,,,,,,
9b6ffc038f3dbab3,api,,10889606044017,10890418290640,16920,46886,10889635857448,10889635857448,10889683894861,10890417660687,,,,,,,,
a219ace61e0c59ef,api,,10889700176217,10890500457677,16920,46892,10889701305126,10889701305126,10889761300840,10890499694645,,,,,,,,
bc1837340f7ce019,api,,10889840538739,10890635096463,16908,47115,10889840895569,10889840895569,10889923387466,10890634511315,,,,,,,,
fda17033cdd33c90,api,,10889934950775,10890743203089,16914,46877,10889935391812,10889935391812,10889989191494,10890742622289,,,,,,,,
ccf03851f8b08e13,api,,10890783560910,10891426734923,16951,46220,10890784289698,10890784289698,10890856399365,10891425164404,,,,,,,,
029cabcad76582ea,api,,10890783732702,10891453816205,16951,46449,10890784341876,10890784341876,10890856452104,10891453082316,,,,,,,,
365a22e1af72bd50,api,,10890765287765,10891509570215,16927,47124,10890765681103,10890765681103,10890833685933,10891508947626,,,,,,,,
ff4bb8ed95a7d2cf,api,,10890816075662,10891510092736,16939,46678,10890816478739,10890816478739,10890905943056,10891508988533,,,,,,,,
56008f52ef7644be,api,,10890790807064,10891537722878,16939,46907,10890791184332,10890791184332,10890879209988,10891537136357,,,,,,,,
c2fa3f27a2ed6d20,api,,10890799154986,10891560419618,16939,46901,10890799555958,10890799555958,10890905856153,10891559611882,,,,,,,,
81ef229eb24db1dd,api,,10890824392696,10891561470531,16933,46892,10890824796895,10890824796895,10890906006205,10891559702462,,,,,,,,
74ae993c57dbfe76,api,,10890807507787,10891583577444,16927,47130,10890807918037,10890807918037,10890905905095,10891582911253,,,,,,,,
b3e9a82f21b16ed9,api,,10944768210175,10946386354881,60335,157508,10945397873206,10945397873206,10945447538560,10946385799148,,,,,,,,
672bfad9e2cbe78f,api,,10956656000317,10958130267522,60347,156358,10957276533838,10957276533838,10957342818499,10958129201100,,,,,,,,
c1685381c300a434,api,,10968754438029,10970391747090,60335,157732,10969356259917,10969356259917,10969419132125,10970391258372,,,,,,,,
1fa7a1749ca49817,api,,10980686209448,10982291606393,60329,157958,10981235127238,10981235127238,10981282306333,10982289964421,,,,,,,,
fdd81b30443b47ff,api,,10992717844481,10994283534741,60347,157296,10993315351553,10993315351553,10993381939188,10994282828144,,,,,,,,
4e2c710a68fa57fe,api,,11004508510063,11005978127188,60347,156590,11005093167963,11005093167963,11005150671870,11005977584079,,,,,,,,
65c3c06f2093d061,api,,11016424769850,11017990694468,60335,156790,11017073006935,11017073006935,11017132997503,11017990032775,,,,,,,,
158fd395cfcbe9fb,api,,11026989408200,11028008490609,60341,157286,11026993069202,11026993069202,11027065468888,11028001081181,,,,,,,,
4d22ae0e09043d54,api,,11051109497297,11052450582880,64569,166983,11051534694706,11051534694706,11051589137909,11052449954170,,,,,,,,
3c0a025f46d3e73d,api,,11051830347267,11053535176809,64557,167646,11052440884384,11052440884384,11052495030309,11053534488326,,,,,,,,
7126b89df07fa9b7,api,,11052777192877,11054434176184,64551,167636,11053347903728,11053347903728,11053402958903,11054433466491,,,,,,,,
c637c6e4882108bc,api,,11053441142712,11055094960875,64569,167206,11054053237099,11054053237099,11054126604325,11055091010980,,,,,,,,
13aa12861d6ede8f,api,,11054327729613,11056036623855,64589,168198,11054858083389,11054858083389,11054911036828,11056035787304,,,,,,,,
af275fb63e4f0429,api,,11055166026499,11056141498444,64557,166705,11055166855205,11055166855205,11055270883335,11056140911873,,,,,,,,
601378376ef0817e,api,,11056649090391,11057607393246,64563,167197,11056654228798,11056654228798,11056719168801,11057606658366,,,,,,,,
4e012cb4c41f15d5,api,,11050205842387,11066207527322,64557,167423,11050427287423,11050427287423,11050486804291,11066206554406,,,,,,,,
f18d1f0ec2b4151d,api,,11079886239190,11081279126379,16712,46998,11080516736122,11080516736122,11080553217205,11081278423539,,,,,,,,
5c670abe704899b7,api,,11083081278009,11084397669862,16724,46786,11083636983750,11083636983750,11083674373790,11084395719711,,,,,,,,
067107afd38eb23f,api,,11086220064520,11087584647897,16736,46598,11086858550088,11086858550088,11086902488319,11087584080512,,,,,,,,
