step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,2.0,0.5,1,2
3,1.0,3.0,0.3333333333333333,1,3
4,2.0,4.0,0.5,2,4
5,2.0,5.0,0.4,2,5
6,3.0,6.0,0.5,3,6
7,3.0,7.0,0.42857142857142855,3,7
8,4.0,8.0,0.5,4,8
9,4.0,9.0,0.4444444444444444,4,9
10,5.0,10.0,0.5,5,10
11,5.0,11.0,0.45454545454545453,5,11
12,5.0,12.0,0.4166666666666667,5,12
13,5.0,13.0,0.38461538461538464,5,13
14,6.0,14.0,0.42857142857142855,6,14
15,6.0,15.0,0.4,6,15
16,6.0,16.0,0.375,6,16
17,6.0,17.0,0.35294117647058826,6,17
18,7.0,18.0,0.3888888888888889,7,18
19,7.0,19.0,0.3684210526315789,7,19
20,7.0,20.0,0.35,7,20
21,7.0,21.0,0.3333333333333333,7,21
22,7.0,22.0,0.3181818181818182,7,22
23,7.0,23.0,0.30434782608695654,7,23
24,8.0,24.0,0.3333333333333333,8,24
25,8.0,25.0,0.32,8,25
26,8.0,26.0,0.3076923076923077,8,26
27,8.0,27.0,0.2962962962962963,8,27
28,8.0,28.0,0.2857142857142857,8,28
29,8.0,29.0,0.27586206896551724,8,29
30,8.0,30.0,0.26666666666666666,8,30
31,8.0,31.0,0.25806451612903225,8,31
32,9.0,32.0,0.28125,9,32
33,9.0,33.0,0.2727272727272727,9,33
34,9.0,34.0,0.2647058823529412,9,34
35,9.0,35.0,0.2571428571428571,9,35
36,10.0,36.0,0.2777777777777778,10,36
37,10.0,37.0,0.2702702702702703,10,37
38,11.0,38.0,0.2894736842105263,11,38
39,12.0,39.0,0.3076923076923077,12,39
