step,overall_complete_weight,overall_active_weight,overall_progress,overall_complete_leaf_count,overall_active_leaf_count,coding_complete_weight,coding_active_weight,coding_progress,coding_complete_leaf_count,coding_active_leaf_count,excluded_complete_weight,excluded_active_weight,excluded_progress,excluded_complete_leaf_count,excluded_active_leaf_count,product_complete_weight,product_active_weight,product_progress,validation_complete_weight,validation_active_weight,validation_progress,investigation_complete_weight,investigation_active_weight,investigation_progress,environment_complete_weight,environment_active_weight,environment_progress,artifact_complete_weight,artifact_active_weight,artifact_progress,documentation_complete_weight,documentation_active_weight,documentation_progress
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
1,0,1.0,0.0,0,1,0,1.0,0.0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2,1.0,2.0,0.5,1,2,1.0,2.0,0.5,1,2,0,0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
3,1.0,3.0,0.3333333333333333,1,3,1.0,3.0,0.3333333333333333,1,3,0,0,0.0,0,0,0,0,0.0,1.0,2.0,0.5,0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
4,2.0,4.0,0.5,2,4,2.0,4.0,0.5,2,4,0,0,0.0,0,0,0,0,0.0,1.0,2.0,0.5,1.0,2.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0
5,2.0,5.0,0.4,2,5,2.0,5.0,0.4,2,5,0,0,0.0,0,0,0,0,0.0,1.0,2.0,0.5,1.0,3.0,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0
6,3.0,6.0,0.5,3,6,3.0,6.0,0.5,3,6,0,0,0.0,0,0,0,0,0.0,1.0,2.0,0.5,2.0,4.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0
7,3.0,7.0,0.42857142857142855,3,7,3.0,7.0,0.42857142857142855,3,7,0,0,0.0,0,0,0,0,0.0,1.0,2.0,0.5,2.0,5.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0
8,4.0,8.0,0.5,4,8,4.0,8.0,0.5,4,8,0,0,0.0,0,0,1.0,1.0,1.0,1.0,2.0,0.5,2.0,5.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0
9,4.0,9.0,0.4444444444444444,4,9,4.0,9.0,0.4444444444444444,4,9,0,0,0.0,0,0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,2.0,5.0,0.4,0,0,0.0,0,0,0.0,0,0,0.0
10,5.0,10.0,0.5,5,10,5.0,10.0,0.5,5,10,0,0,0.0,0,0,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,3.0,6.0,0.5,0,0,0.0,0,0,0.0,0,0,0.0
