step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,2.0,0.5,1,2
3,1.0,3.0,0.3333333333333333,1,3
4,2.0,4.0,0.5,2,4
5,2.0,5.0,0.4,2,5
6,3.0,6.0,0.5,3,6
7,3.0,7.0,0.42857142857142855,3,7
8,4.0,8.0,0.5,4,8
9,4.0,9.0,0.4444444444444444,4,9
10,5.0,10.0,0.5,5,10
11,5.0,11.0,0.45454545454545453,5,11
12,6.0,12.0,0.5,6,12
13,6.0,13.0,0.46153846153846156,6,13
14,7.0,14.0,0.5,7,14
15,7.0,15.0,0.4666666666666667,7,15
16,7.0,16.0,0.4375,7,16
17,7.0,17.0,0.4117647058823529,7,17
18,7.0,18.0,0.3888888888888889,7,18
19,7.0,19.0,0.3684210526315789,7,19
20,7.0,20.0,0.35,7,20
21,8.0,21.0,0.38095238095238093,8,21
22,8.0,22.0,0.36363636363636365,8,22
23,8.0,23.0,0.34782608695652173,8,23
24,8.0,24.0,0.3333333333333333,8,24
25,9.0,25.0,0.36,9,25
26,9.0,26.0,0.34615384615384615,9,26
27,10.0,27.0,0.37037037037037035,10,27
28,9.0,28.0,0.32142857142857145,9,28
