step,overall_complete_weight,overall_active_weight,overall_progress,overall_complete_leaf_count,overall_active_leaf_count,coding_complete_weight,coding_active_weight,coding_progress,coding_complete_leaf_count,coding_active_leaf_count,excluded_complete_weight,excluded_active_weight,excluded_progress,excluded_complete_leaf_count,excluded_active_leaf_count,product_complete_weight,product_active_weight,product_progress,validation_complete_weight,validation_active_weight,validation_progress,investigation_complete_weight,investigation_active_weight,investigation_progress,environment_complete_weight,environment_active_weight,environment_progress,artifact_complete_weight,artifact_active_weight,artifact_progress,documentation_complete_weight,documentation_active_weight,documentation_progress
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
1,0,1.0,0.0,0,1,0,1.0,0.0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
2,1.0,2.0,0.5,1,2,1.0,2.0,0.5,1,2,0,0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
3,1.0,3.0,0.3333333333333333,1,3,1.0,3.0,0.3333333333333333,1,3,0,0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0,2.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
4,1.0,4.0,0.25,1,4,1.0,4.0,0.25,1,4,0,0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0,3.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
5,1.0,5.0,0.2,1,5,1.0,5.0,0.2,1,5,0,0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,0,4.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
6,2.0,6.0,0.3333333333333333,2,6,2.0,6.0,0.3333333333333333,2,6,0,0,0.0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,5.0,0.2,0,0,0.0,0,0,0.0,0,0,0.0
7,2.0,7.0,0.2857142857142857,2,7,2.0,6.0,0.3333333333333333,2,6,0,1.0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1.0,5.0,0.2,0,1.0,0.0,0,0,0.0,0,0,0.0
8,2.0,8.0,0.25,2,8,2.0,7.0,0.2857142857142857,2,7,0,1.0,0.0,0,1,0,0,0.0,1.0,2.0,0.5,1.0,5.0,0.2,0,1.0,0.0,0,0,0.0,0,0,0.0
9,3.0,9.0,0.3333333333333333,3,9,3.0,8.0,0.375,3,8,0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,2.0,0.5,1.0,5.0,0.2,0,1.0,0.0,0,0,0.0,0,0,0.0
10,3.0,10.0,0.3,3,10,3.0,9.0,0.3333333333333333,3,9,0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,1.0,5.0,0.2,0,1.0,0.0,0,0,0.0,0,0,0.0
11,4.0,11.0,0.36363636363636365,4,11,4.0,10.0,0.4,4,10,0,1.0,0.0,0,1,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,2.0,6.0,0.3333333333333333,0,1.0,0.0,0,0,0.0,0,0,0.0
12,4.0,12.0,0.3333333333333333,4,12,4.0,10.0,0.4,4,10,0,2.0,0.0,0,2,1.0,1.0,1.0,1.0,3.0,0.3333333333333333,2.0,6.0,0.3333333333333333,0,2.0,0.0,0,0,0.0,0,0,0.0
13,4.0,13.0,0.3076923076923077,4,13,4.0,11.0,0.36363636363636365,4,11,0,2.0,0.0,0,2,1.0,1.0,1.0,1.0,4.0,0.25,2.0,6.0,0.3333333333333333,0,2.0,0.0,0,0,0.0,0,0,0.0
14,5.0,14.0,0.35714285714285715,5,14,5.0,12.0,0.4166666666666667,5,12,0,2.0,0.0,0,2,1.0,1.0,1.0,1.0,4.0,0.25,3.0,7.0,0.42857142857142855,0,2.0,0.0,0,0,0.0,0,0,0.0
15,5.0,15.0,0.3333333333333333,5,15,5.0,13.0,0.38461538461538464,5,13,0,2.0,0.0,0,2,1.0,1.0,1.0,1.0,5.0,0.2,3.0,7.0,0.42857142857142855,0,2.0,0.0,0,0,0.0,0,0,0.0
16,6.0,16.0,0.375,6,16,6.0,14.0,0.42857142857142855,6,14,0,2.0,0.0,0,2,1.0,1.0,1.0,1.0,5.0,0.2,4.0,8.0,0.5,0,2.0,0.0,0,0,0.0,0,0,0.0
17,5.0,17.0,0.29411764705882354,5,17,5.0,15.0,0.3333333333333333,5,15,0,2.0,0.0,0,2,1.0,1.0,1.0,1.0,6.0,0.16666666666666666,3.0,8.0,0.375,0,2.0,0.0,0,0,0.0,0,0,0.0
