run_id,step,event_index,event_type,subtask_id,coding_progress,overall_progress,active_coding_weight,completed_coding_weight,active_overall_weight,completed_overall_weight,active_coding_leaves,completed_coding_leaves,active_overall_leaves,completed_overall_leaves,num_splits_so_far,num_reopens_so_far,num_invalidations_so_far,delta_coding_progress,delta_overall_progress,coding_drop_source,overall_drop_source,final_success,final_success_source,native_coding_progress,native_overall_progress,native_active_coding_weight,native_completed_coding_weight,native_active_overall_weight,native_completed_overall_weight,native_active_coding_leaves,native_completed_coding_leaves,native_active_overall_leaves,native_completed_overall_leaves,native_delta_coding_progress,native_delta_overall_progress,native_coding_drop_source,native_overall_drop_source,category_resolution_mode,category_overrides_applied,product_progress,validation_progress,investigation_progress,step_added_subtasks,step_split_events,step_reopen_events,step_invalidation_events,step_product_completes,step_validation_completes,step_investigation_completes,step_strong_completions,step_manual_only_completions,steps_since_progress_increase,steps_since_completion,steps_since_subtask_added,cum_strong_completions,cum_manual_only_completions,elapsed_seconds,seconds_since_last_event,seconds_since_progress_increase,events_per_minute
Melevir__cognitive_complexity-15,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,source_metadata.target,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,
Melevir__cognitive_complexity-15,2,2,update_status,SW2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1.0,1.0,none,none,true,source_metadata.target,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,none,none,native,0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,0.0,
Melevir__cognitive_complexity-15,4,4,update_status,SW4,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0,0,0,0.0,0.0,none,none,true,source_metadata.target,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0.0,0.0,none,none,native,0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,2,0,0,2,0,30.0,30.0,30.0,10.0
Melevir__cognitive_complexity-15,6,6,update_status,SW6,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0,0,0,0.0,0.0,none,none,true,source_metadata.target,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0.0,0.0,none,none,native,0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,4,0,0,3,0,60.0,30.0,60.0,5.0
Melevir__cognitive_complexity-15,8,8,update_status,SW8,1.0,1.0,4.0,4.0,4.0,4.0,4,4,4,4,0,0,0,0.0,0.0,none,none,true,source_metadata.target,1.0,1.0,4.0,4.0,4.0,4.0,4,4,4,4,0.0,0.0,none,none,native,0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,6,0,0,4,0,90.0,30.0,90.0,5.0
Melevir__cognitive_complexity-15,10,10,update_status,SW10,1.0,1.0,5.0,5.0,5.0,5.0,5,5,5,5,0,0,0,0.0,0.0,none,none,true,source_metadata.target,1.0,1.0,5.0,5.0,5.0,5.0,5,5,5,5,0.0,0.0,none,none,native,0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,8,0,0,5,0,120.0,30.0,120.0,5.0
Melevir__cognitive_complexity-15,12,12,update_status,SW12,1.0,1.0,6.0,6.0,6.0,6.0,6,6,6,6,0,0,0,0.0,0.0,none,none,true,source_metadata.target,1.0,1.0,6.0,6.0,6.0,6.0,6,6,6,6,0.0,0.0,none,none,native,0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,1,10,0,0,5,1,150.0,30.0,150.0,5.0
Melevir__cognitive_complexity-15,14,14,update_status,SW14,1.0,1.0,7.0,7.0,7.0,7.0,7,7,7,7,0,0,0,0.0,0.0,none,none,true,source_metadata.target,1.0,1.0,7.0,7.0,7.0,7.0,7,7,7,7,0.0,0.0,none,none,native,0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,12,0,0,6,1,180.0,30.0,180.0,5.0
Melevir__cognitive_complexity-15,16,16,update_status,SW16,1.0,1.0,8.0,8.0,8.0,8.0,8,8,8,8,0,0,0,0.0,0.0,none,none,true,source_metadata.target,1.0,1.0,8.0,8.0,8.0,8.0,8,8,8,8,0.0,0.0,none,none,native,0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,1,14,0,0,6,2,210.0,30.0,210.0,5.0
Melevir__cognitive_complexity-15,18,18,update_status,SW18,1.0,1.0,9.0,9.0,9.0,9.0,9,9,9,9,0,0,0,0.0,0.0,none,none,true,source_metadata.target,1.0,1.0,9.0,9.0,9.0,9.0,9,9,9,9,0.0,0.0,none,none,native,0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0,16,0,0,7,2,240.0,30.0,240.0,5.0
