step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,2.0,0.5,1,2
3,1.0,3.0,0.3333333333333333,1,3
4,1.0,4.0,0.25,1,4
5,1.0,5.0,0.2,1,5
6,2.0,6.0,0.3333333333333333,2,6
7,2.0,7.0,0.2857142857142857,2,7
8,3.0,8.0,0.375,3,8
9,3.0,9.0,0.3333333333333333,3,9
10,4.0,10.0,0.4,4,10
11,4.0,11.0,0.36363636363636365,4,11
12,5.0,12.0,0.4166666666666667,5,12
13,5.0,13.0,0.38461538461538464,5,13
14,5.0,14.0,0.35714285714285715,5,14
15,5.0,15.0,0.3333333333333333,5,15
16,5.0,16.0,0.3125,5,16
17,6.0,17.0,0.35294117647058826,6,17
18,6.0,18.0,0.3333333333333333,6,18
19,7.0,19.0,0.3684210526315789,7,19
20,7.0,20.0,0.35,7,20
21,8.0,21.0,0.38095238095238093,8,21
22,8.0,22.0,0.36363636363636365,8,22
23,9.0,23.0,0.391304347826087,9,23
24,9.0,24.0,0.375,9,24
25,10.0,25.0,0.4,10,25
26,10.0,26.0,0.38461538461538464,10,26
27,11.0,27.0,0.4074074074074074,11,27
28,11.0,28.0,0.39285714285714285,11,28
29,12.0,29.0,0.41379310344827586,12,29
30,12.0,30.0,0.4,12,30
31,13.0,31.0,0.41935483870967744,13,31
32,13.0,32.0,0.40625,13,32
33,14.0,33.0,0.42424242424242425,14,33
34,14.0,34.0,0.4117647058823529,14,34
35,14.0,35.0,0.4,14,35
36,15.0,36.0,0.4166666666666667,15,36
37,15.0,37.0,0.40540540540540543,15,37
38,15.0,38.0,0.39473684210526316,15,38
39,15.0,39.0,0.38461538461538464,15,39
40,14.0,40.0,0.35,14,40
