step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
2,1.0,2.0,0.5,1,2
3,1.0,3.0,0.3333333333333333,1,3
4,2.0,4.0,0.5,2,4
5,2.0,5.0,0.4,2,5
6,2.0,6.0,0.3333333333333333,2,6
7,2.0,7.0,0.2857142857142857,2,7
8,2.0,8.0,0.25,2,8
9,3.0,9.0,0.3333333333333333,3,9
10,3.0,10.0,0.3,3,10
11,4.0,11.0,0.36363636363636365,4,11
12,4.0,12.0,0.3333333333333333,4,12
13,5.0,13.0,0.38461538461538464,5,13
14,5.0,14.0,0.35714285714285715,5,14
15,5.0,15.0,0.3333333333333333,5,15
16,5.0,16.0,0.3125,5,16
17,5.0,17.0,0.29411764705882354,5,17
18,5.0,18.0,0.2777777777777778,5,18
19,6.0,19.0,0.3157894736842105,6,19
20,6.0,20.0,0.3,6,20
21,7.0,21.0,0.3333333333333333,7,21
22,7.0,22.0,0.3181818181818182,7,22
23,8.0,23.0,0.34782608695652173,8,23
24,8.0,24.0,0.3333333333333333,8,24
25,9.0,25.0,0.36,9,25
26,9.0,26.0,0.34615384615384615,9,26
27,10.0,27.0,0.37037037037037035,10,27
28,10.0,28.0,0.35714285714285715,10,28
29,11.0,29.0,0.3793103448275862,11,29
30,10.0,30.0,0.3333333333333333,10,30
