monotonic_ns,wall_ns,interval_ns,connection_id,route,direction,bytes,billed
5895980000000000,1784510710614347885,250000000,0370478de4a50432,kv,client_to_target,186,0
5895980000000000,1784510710614369535,250000000,0370478de4a50432,kv,target_to_client,36,1
5895980000000000,1784510710614376975,250000000,06d6bcecb9260385,kv,client_to_target,186,0
5895980000000000,1784510710614382545,250000000,06d6bcecb9260385,kv,target_to_client,36,1
5895980000000000,1784510710614387685,250000000,08138f59daefc322,api,client_to_target,33347,1
5895980000000000,1784510710614393124,250000000,08138f59daefc322,api,target_to_client,149,0
5895980000000000,1784510710614398644,250000000,09ef6d5e847aa0a4,kv,client_to_target,186,0
5895980000000000,1784510710614403574,250000000,09ef6d5e847aa0a4,kv,target_to_client,36,1
5895980000000000,1784510710614408084,250000000,0b9868ad080ab82a,kv,client_to_target,186,0
5895980000000000,1784510710614412414,250000000,0b9868ad080ab82a,kv,target_to_client,36,1
5895980000000000,1784510710614416994,250000000,0f4c312e81d49778,kv,client_to_target,186,0
5895980000000000,1784510710614421304,250000000,0f4c312e81d49778,kv,target_to_client,36,1
5895980000000000,1784510710614426094,250000000,0f547b53ca4d9a02,kv,client_to_target,186,0
5895980000000000,1784510710614430404,250000000,0f547b53ca4d9a02,kv,target_to_client,36,1
5895980000000000,1784510710614434914,250000000,106bb3e32f992d46,kv,client_to_target,186,0
5895980000000000,1784510710614439204,250000000,106bb3e32f992d46,kv,target_to_client,36,1
5895980000000000,1784510710614443804,250000000,112ec9c9b0b1b04e,kv,client_to_target,186,0
5895980000000000,1784510710614448064,250000000,112ec9c9b0b1b04e,kv,target_to_client,36,1
5895980000000000,1784510710614452584,250000000,13bdf6e322b9f0d6,kv,client_to_target,186,0
5895980000000000,1784510710614457064,250000000,13bdf6e322b9f0d6,kv,target_to_client,36,1
5895980000000000,1784510710614461594,250000000,14e0c32dc213f5b6,kv,client_to_target,186,0
5895980000000000,1784510710614465814,250000000,14e0c32dc213f5b6,kv,target_to_client,36,1
5895980000000000,1784510710614470414,250000000,15127c95feb9c251,kv,client_to_target,186,0
5895980000000000,1784510710614474934,250000000,15127c95feb9c251,kv,target_to_client,36,1
5895980000000000,1784510710614479444,250000000,1535c7c401b68a4a,kv,client_to_target,186,0
5895980000000000,1784510710614483764,250000000,1535c7c401b68a4a,kv,target_to_client,36,1
5895980000000000,1784510710614488334,250000000,1584899fa644ca6c,kv,client_to_target,186,0
5895980000000000,1784510710614496193,250000000,1584899fa644ca6c,kv,target_to_client,36,1
5895980000000000,1784510710614500683,250000000,15b1f63d9f46fce3,kv,client_to_target,186,0
5895980000000000,1784510710614505203,250000000,15b1f63d9f46fce3,kv,target_to_client,36,1
5895980000000000,1784510710614509943,250000000,162ab76097407a00,kv,client_to_target,186,0
5895980000000000,1784510710614514183,250000000,162ab76097407a00,kv,target_to_client,36,1
5895980000000000,1784510710614518723,250000000,16b8ba8a7cd7f348,api,client_to_target,33348,1
5895980000000000,1784510710614523463,250000000,16b8ba8a7cd7f348,api,target_to_client,149,0
5895980000000000,1784510710614528253,250000000,17701c5be56c95d4,kv,client_to_target,186,0
5895980000000000,1784510710614532603,250000000,17701c5be56c95d4,kv,target_to_client,36,1
5895980000000000,1784510710614537263,250000000,184b830301fd5033,kv,client_to_target,186,0
5895980000000000,1784510710614541553,250000000,184b830301fd5033,kv,target_to_client,36,1
5895980000000000,1784510710614546033,250000000,195685891d46e644,kv,client_to_target,186,0
5895980000000000,1784510710614550473,250000000,195685891d46e644,kv,target_to_client,36,1
5895980000000000,1784510710614554983,250000000,19c6afd4b6e75808,kv,client_to_target,186,0
5895980000000000,1784510710614559153,250000000,19c6afd4b6e75808,kv,target_to_client,36,1
5895980000000000,1784510710614563683,250000000,1b39cfd5be221d99,kv,client_to_target,186,0
5895980000000000,1784510710614567963,250000000,1b39cfd5be221d99,kv,target_to_client,36,1
5895980000000000,1784510710614572573,250000000,1da5c1360f7298b1,kv,client_to_target,186,0
5895980000000000,1784510710614581963,250000000,1da5c1360f7298b1,kv,target_to_client,36,1
5895980000000000,1784510710614586933,250000000,1f064ce0a74f916a,kv,client_to_target,186,0
5895980000000000,1784510710614591563,250000000,1f064ce0a74f916a,kv,target_to_client,36,1
5895980000000000,1784510710614596542,250000000,1f39b339e6c26379,kv,client_to_target,186,0
5895980000000000,1784510710614600832,250000000,1f39b339e6c26379,kv,target_to_client,36,1
5895980000000000,1784510710614605492,250000000,208768e30e12fb5c,kv,client_to_target,186,0
5895980000000000,1784510710614609802,250000000,208768e30e12fb5c,kv,target_to_client,36,1
5895980000000000,1784510710614614072,250000000,20ff5af797162eb1,kv,client_to_target,186,0
5895980000000000,1784510710614618642,250000000,20ff5af797162eb1,kv,target_to_client,36,1
5895980000000000,1784510710614623162,250000000,2130530173ca2746,kv,client_to_target,186,0
5895980000000000,1784510710614627412,250000000,2130530173ca2746,kv,target_to_client,36,1
5895980000000000,1784510710614631552,250000000,213ffd5c75f58bc6,kv,client_to_target,186,0
5895980000000000,1784510710614636152,250000000,213ffd5c75f58bc6,kv,target_to_client,36,1
5895980000000000,1784510710614640802,250000000,228dce5fc8e1a822,kv,client_to_target,186,0
5895980000000000,1784510710614645062,250000000,228dce5fc8e1a822,kv,target_to_client,36,1
5895980000000000,1784510710614649522,250000000,26903a735aa5ee0b,kv,client_to_target,186,0
5895980000000000,1784510710614654022,250000000,26903a735aa5ee0b,kv,target_to_client,36,1
5895980000000000,1784510710614658452,250000000,28cce61a8233025f,kv,client_to_target,186,0
5895980000000000,1784510710614662652,250000000,28cce61a8233025f,kv,target_to_client,36,1
5895980000000000,1784510710614667092,250000000,29294c6843222fbd,kv,client_to_target,186,0
5895980000000000,1784510710614671282,250000000,29294c6843222fbd,kv,target_to_client,36,1
5895980000000000,1784510710614675762,250000000,2ce5df0d7f9a8775,kv,client_to_target,186,0
5895980000000000,1784510710614679962,250000000,2ce5df0d7f9a8775,kv,target_to_client,36,1
5895980000000000,1784510710614684492,250000000,2d203016cd599a31,kv,client_to_target,186,0
5895980000000000,1784510710614688672,250000000,2d203016cd599a31,kv,target_to_client,36,1
5895980000000000,1784510710614692852,250000000,2dd34431798b90c6,kv,client_to_target,186,0
5895980000000000,1784510710614697071,250000000,2dd34431798b90c6,kv,target_to_client,36,1
5895980000000000,1784510710614701631,250000000,2eb679d4dd90e218,kv,client_to_target,186,0
5895980000000000,1784510710614706101,250000000,2eb679d4dd90e218,kv,target_to_client,36,1
5895980000000000,1784510710614710631,250000000,2ffaf6f8fac19058,kv,client_to_target,186,0
5895980000000000,1784510710614714861,250000000,2ffaf6f8fac19058,kv,target_to_client,36,1
5895980000000000,1784510710614719391,250000000,3195f4deaaf68510,kv,client_to_target,186,0
5895980000000000,1784510710614723591,250000000,3195f4deaaf68510,kv,target_to_client,36,1
5895980000000000,1784510710614728091,250000000,31f9f5f5eba460cc,kv,client_to_target,186,0
5895980000000000,1784510710614732281,250000000,31f9f5f5eba460cc,kv,target_to_client,36,1
5895980000000000,1784510710614736841,250000000,32f02235f2e67580,kv,client_to_target,186,0
5895980000000000,1784510710614741021,250000000,32f02235f2e67580,kv,target_to_client,36,1
5895980000000000,1784510710614745511,250000000,33208f49068869a0,kv,client_to_target,186,0
5895980000000000,1784510710614749711,250000000,33208f49068869a0,kv,target_to_client,36,1
5895980000000000,1784510710614754191,250000000,332fead11d87313f,kv,client_to_target,186,0
5895980000000000,1784510710614758341,250000000,332fead11d87313f,kv,target_to_client,36,1
5895980000000000,1784510710614762871,250000000,3353c5df7030c09b,kv,client_to_target,186,0
5895980000000000,1784510710614767081,250000000,3353c5df7030c09b,kv,target_to_client,36,1
5895980000000000,1784510710614772011,250000000,356005a3e284fc2e,kv,client_to_target,186,0
5895980000000000,1784510710614776351,250000000,356005a3e284fc2e,kv,target_to_client,36,1
