trace_key,source,length_tercile,step,current_total,final_total,rho_actual,rho_p10,rho_p50,rho_p90,p10_final_total,p50_final_total,p90_final_total
swe-agent:047265:joke2k__faker-1475,swe-agent,short,1,0,5,0.0,0.0,0.0,0.0,2.9999999995275766,7.000000000000009,23.361947371303465
swe-agent:047265:joke2k__faker-1475,swe-agent,short,2,0,5,0.0,0.0,0.0,0.0,2.9999999995275766,7.000000000000009,23.361947371303465
swe-agent:047265:joke2k__faker-1475,swe-agent,short,3,1,5,0.2,0.03819293272111648,0.1271739772938406,0.2705006373629475,3.6968489603158976,7.863243890607114,26.18285449043588
swe-agent:047265:joke2k__faker-1475,swe-agent,short,4,1,5,0.2,0.03819293272111648,0.1271739772938406,0.2705006373629475,3.6968489603158976,7.863243890607114,26.18285449043588
swe-agent:047265:joke2k__faker-1475,swe-agent,short,5,2,5,0.4,0.08747595300759653,0.3074187373538917,0.6791349523321936,2.944922792048723,6.505784316255443,22.863426247283265
swe-agent:047265:joke2k__faker-1475,swe-agent,short,6,2,5,0.4,0.08747595300759653,0.3074187373538917,0.6791349523321936,2.944922792048723,6.505784316255443,22.863426247283265
swe-agent:047265:joke2k__faker-1475,swe-agent,short,7,2,5,0.4,0.09489542258226752,0.32855804721672177,0.7010077635769958,2.853035449699878,6.087204428387567,21.07583216952476
swe-agent:047265:joke2k__faker-1475,swe-agent,short,8,2,5,0.4,0.09489542258226752,0.32855804721672177,0.7010077635769958,2.853035449699878,6.087204428387567,21.07583216952476
swe-agent:047265:joke2k__faker-1475,swe-agent,short,9,2,5,0.4,0.10086772988671153,0.32996567191223974,0.7812332338702938,2.5600549404328787,6.061236577761143,19.827946978149285
swe-agent:047265:joke2k__faker-1475,swe-agent,short,10,2,5,0.4,0.09966736176984438,0.3282338669521271,0.7812332338702938,2.5600549404328787,6.093216457434297,20.0667496809886
swe-agent:047265:joke2k__faker-1475,swe-agent,short,11,2,5,0.4,0.10720565799869863,0.3542106464441165,0.9756781514075414,2.0498562944294103,5.646357669024887,18.655731771398465
swe-agent:047265:joke2k__faker-1475,swe-agent,short,12,2,5,0.4,0.10720565799869863,0.3542106464441165,0.9756781514075414,2.0498562944294103,5.646357669024887,18.655731771398465
swe-agent:047265:joke2k__faker-1475,swe-agent,short,13,2,5,0.4,0.11261574990940595,0.3825311598681065,0.9928931743978059,2.014315388171551,5.228332250605632,17.75950523447125
swe-agent:047265:joke2k__faker-1475,swe-agent,short,14,2,5,0.4,0.11261574990940595,0.3825311598681065,0.9928931743978059,2.014315388171551,5.228332250605632,17.75950523447125
swe-agent:047265:joke2k__faker-1475,swe-agent,short,15,2,5,0.4,0.11554836542358898,0.3825311598681065,1.0,2.0,5.228332250605632,17.308769299056685
swe-agent:047265:joke2k__faker-1475,swe-agent,short,16,2,5,0.4,0.11554836542358898,0.3825311598681065,1.0,2.0,5.228332250605632,17.308769299056685
swe-agent:047265:joke2k__faker-1475,swe-agent,short,17,3,5,0.6,0.13806495704946306,0.44889453529397133,0.7461333800247503,4.02072884060017,6.683084252819796,21.72890256957254
swe-agent:047265:joke2k__faker-1475,swe-agent,short,18,3,5,0.6,0.13806495704946306,0.44889453529397133,0.7461333800247503,4.02072884060017,6.683084252819796,21.72890256957254
swe-agent:047265:joke2k__faker-1475,swe-agent,short,19,3,5,0.6,0.12539920120478026,0.4397371168978113,0.8143067675787871,3.684115273805261,6.822257855247543,23.92359736886138
swe-agent:047265:joke2k__faker-1475,swe-agent,short,20,3,5,0.6,0.12539920120478026,0.4397371168978113,0.8143067675787871,3.684115273805261,6.822257855247543,23.92359736886138
swe-agent:047265:joke2k__faker-1475,swe-agent,short,21,3,5,0.6,0.12519486466918248,0.4141056588005446,0.9521544694281141,3.1507492705483693,7.244527903070651,23.96264421809363
swe-agent:047265:joke2k__faker-1475,swe-agent,short,22,3,5,0.6,0.12519486466918248,0.4141056588005446,0.9521544694281141,3.1507492705483693,7.244527903070651,23.96264421809363
swe-agent:047265:joke2k__faker-1475,swe-agent,short,23,4,5,0.8,0.1675250852453954,0.4474762596432521,0.8181273402027409,4.88921443330418,8.939021710758414,23.877021128750293
swe-agent:047265:joke2k__faker-1475,swe-agent,short,24,4,5,0.8,0.16555323379826642,0.4474762596432521,0.8181273402027409,4.88921443330418,8.939021710758414,24.161412666056215
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,1,0,8,0.0,0.0,0.0,0.0,2.9999999995275766,7.000000000000009,23.361947371303465
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,2,0,8,0.0,0.0,0.0,0.0,2.9999999995275766,7.000000000000009,23.361947371303465
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,3,1,8,0.125,0.05297724045600589,0.20000000000000034,0.45925805551424503,2.1774250619954176,4.999999999999991,18.8760303744102
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,4,1,8,0.125,0.05297724045600589,0.20000000000000034,0.45925805551424503,2.1774250619954176,4.999999999999991,18.8760303744102
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,5,1,8,0.125,0.05297724045600589,0.20000000000000034,0.46676303413300707,2.1424147305440724,4.999999999999991,18.8760303744102
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,6,1,8,0.125,0.05272865678715067,0.20000000000000034,0.46676303413300707,2.1424147305440724,4.999999999999991,18.96501942078084
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,7,2,8,0.25,0.0862826778978063,0.3537678277206616,0.6487289927423673,3.082951467215015,5.653425335158568,23.179623636262328
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,8,2,8,0.25,0.0862826778978063,0.35927273544667376,0.6487289927423673,3.082951467215015,5.566801492780842,23.179623636262328
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,9,2,8,0.25,0.07872743737757225,0.32494542473669485,0.6443602954156166,3.103853564891032,6.154879705170835,25.404103913710735
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,10,2,8,0.25,0.07874410806525312,0.33186606459140117,0.6443602954156166,3.103853564891032,6.026527606739279,25.398725684246166
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,11,2,8,0.25,0.07855015861374183,0.34065194064421145,0.9089000935091687,2.200461870653141,5.87109527753687,25.461438083590494
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,12,2,8,0.25,0.08116884943448682,0.35545250593622985,0.9426011919012593,2.12178810846391,5.6266307498161545,24.639994455191143
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,13,3,8,0.375,0.12446111229804523,0.41136579634683285,0.7746998812014602,3.872467355161311,7.2927793867203885,24.103914424418313
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,14,3,8,0.375,0.12348292637429531,0.4031966158518154,0.7746998812014602,3.872467355161311,7.440538640588624,24.294856690604732
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,15,3,8,0.375,0.13041302356644474,0.42075296428805015,0.8484513725851843,3.535853788366405,7.130074544040957,23.00383748461683
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,16,3,8,0.375,0.13041302356644474,0.42075296428805015,0.8484513725851843,3.535853788366405,7.130074544040957,23.00383748461683
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,17,4,8,0.5,0.14972907725144408,0.46140498769259236,0.7987808507240883,5.007631312611003,8.669173733910675,26.71491785982687
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,18,4,8,0.5,0.14972907725144408,0.46140498769259236,0.7987362756767685,5.0079107733160155,8.669173733910675,26.71491785982687
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,19,5,8,0.625,0.18231016630732486,0.4892996008572366,0.8346105925074737,5.990817807593577,10.218688082394031,27.425788156933464
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,20,5,8,0.625,0.18043910415490522,0.4892996008572366,0.8346105925074737,5.990817807593577,10.218688082394031,27.710179694239386
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,21,5,8,0.625,0.18711298576995267,0.5040170090299771,0.8960331788140008,5.5801505102947795,9.920300129598637,26.721822536396722
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,22,5,8,0.625,0.1878852522721229,0.5040170090299771,0.8960331788140008,5.5801505102947795,9.920300129598637,26.611987580367767
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,23,6,8,0.75,0.19967829975202991,0.5605410540167075,0.8573347872155784,6.99843292197041,10.703943907418356,30.048332780532924
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,24,6,8,0.75,0.2004108567895193,0.5605410540167075,0.8573347872155784,6.99843292197041,10.703943907418356,29.93849782450397
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,25,7,8,0.875,0.2260784539677317,0.5446292348006311,0.8735853983583449,8.01295444401258,12.852780483887255,30.96270288985218
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,26,7,8,0.875,0.2260784539677317,0.5446292348006311,0.8735853983583449,8.01295444401258,12.852780483887255,30.96270288985218
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,27,7,8,0.875,0.23442996923267057,0.5565582513730669,0.9385857170835712,7.458029535917947,12.577299829318001,29.859663518756577
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,28,7,8,0.875,0.22907024666262468,0.5564894134215096,0.9385046843005409,7.458673480374833,12.578855646078377,30.558311705621115
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,29,8,8,1.0,0.23940937978710836,0.5712038616485012,0.8885715190754678,9.003214517075408,14.00550755541446,33.415566286976286
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,30,8,8,1.0,0.242784497528837,0.5754002672894101,0.8885715190754678,9.003214517075408,13.903365109102783,32.95103304134891
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,31,8,8,1.0,0.25209484011618655,0.5824374848109447,0.9433833264437708,8.480115956847824,13.735379690743542,31.73408863232951
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,32,8,8,1.0,0.25209484011618655,0.5824374848109447,0.9433833264437708,8.480115956847824,13.735379690743542,31.73408863232951
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,33,8,8,1.0,0.27333862510715246,0.6409202616970431,1.0,8.0,12.482051946395671,29.267726055415295
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,34,8,8,1.0,0.2763877549999453,0.6476706437137979,1.0,8.0,12.35195709060909,28.944842364675615
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,35,8,8,1.0,0.2984439149735547,0.6784295831670626,1.0,8.0,11.791938616022893,26.805706528507656
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,36,8,8,1.0,0.30208260082421995,0.6859978717325819,1.0,8.0,11.661843760236312,26.482822837767976
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,37,8,8,1.0,0.337864683338612,0.745612727941354,1.0,8.0,10.729430574620284,23.678118473194502
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,38,8,8,1.0,0.3425356274307227,0.7547642807261018,1.0,8.0,10.599335718833704,23.355234782454822
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,39,8,8,1.0,0.4061543559468622,0.8202582695744943,1.0,8.0,9.753025719752838,19.696944973911968
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,40,8,8,1.0,0.4061543559468622,0.8202582695744943,1.0,8.0,9.753025719752838,19.696944973911968
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,41,8,8,1.0,0.46231341963909234,0.8715215252196535,1.0,8.0,9.179348723468102,17.304278137211
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,42,8,8,1.0,0.46231341963909234,0.8761837036095185,1.0,8.0,9.130505357544624,17.304278137211
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,43,8,8,1.0,0.492095914925405,0.938314709243162,1.0,8.0,8.525924107544625,16.256993316460857
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,44,8,8,1.0,0.492095914925405,0.938314709243162,1.0,8.0,8.525924107544625,16.256993316460857
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,45,8,8,1.0,0.5602980381683731,0.9941517957201015,1.0,8.0,8.047060855737126,14.27811531547064
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,46,8,8,1.0,0.4831692656294657,0.9025761790052124,1.0,8.0,8.863517768458411,16.557344535517423
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,47,8,8,1.0,0.5115974009570793,0.9225255064429431,1.0,8.0,8.671846950710613,15.637296016425939
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,48,8,8,1.0,0.522383740875379,0.9225255064429431,1.0,8.0,8.671846950710613,15.31441232568626
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,49,8,8,1.0,0.5395697450498278,0.9210150905218087,1.0,8.0,8.686068319974577,14.826628204035462
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,50,8,8,1.0,0.5515816962072305,0.9210150905218087,1.0,8.0,8.686068319974577,14.503744513295782
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,51,8,8,1.0,0.6050586360889637,0.925562648151707,1.0,8.0,8.643391148049805,13.221859044457528
swe-agent:054699:zalando-stups__senza-535,swe-agent,medium,52,8,8,1.0,0.5771307472824732,0.924804545288903,1.0,8.0,8.650476515014155,13.861676990299824
swe-agent:055473:iterative__dvc-3132,swe-agent,long,1,0,4,0.0,0.0,0.0,0.0,2.9999999995275766,7.000000000000009,23.361947371303465
swe-agent:055473:iterative__dvc-3132,swe-agent,long,2,0,4,0.0,0.0,0.0,0.0,2.9999999995275766,7.000000000000009,23.361947371303465
swe-agent:055473:iterative__dvc-3132,swe-agent,long,3,1,4,0.25,0.05297724045600589,0.20000000000000034,0.45925805551424503,2.1774250619954176,4.999999999999991,18.8760303744102
swe-agent:055473:iterative__dvc-3132,swe-agent,long,4,1,4,0.25,0.05297724045600589,0.20000000000000034,0.45925805551424503,2.1774250619954176,4.999999999999991,18.8760303744102
swe-agent:055473:iterative__dvc-3132,swe-agent,long,5,2,4,0.5,0.08129266466364532,0.31814217002853284,0.6370753273841155,3.139346187227446,6.286497636640338,24.602465773205424
swe-agent:055473:iterative__dvc-3132,swe-agent,long,6,2,4,0.5,0.08129266466364532,0.31814217002853284,0.6370753273841155,3.139346187227446,6.286497636640338,24.602465773205424
swe-agent:055473:iterative__dvc-3132,swe-agent,long,7,2,4,0.5,0.07802229946139741,0.29117452790941417,0.6319226996324825,3.164944068575432,6.868732695678002,25.633697209725625
swe-agent:055473:iterative__dvc-3132,swe-agent,long,8,2,4,0.5,0.07802229946139741,0.29117452790941417,0.6319226996324825,3.164944068575432,6.868732695678002,25.633697209725625
swe-agent:055473:iterative__dvc-3132,swe-agent,long,9,2,4,0.5,0.07898591818131503,0.27921260771695633,0.744566817230104,2.686125615213808,7.163000325642322,25.320969180973847
swe-agent:055473:iterative__dvc-3132,swe-agent,long,10,2,4,0.5,0.07898591818131503,0.27921260771695633,0.744566817230104,2.686125615213808,7.163000325642322,25.320969180973847
swe-agent:055473:iterative__dvc-3132,swe-agent,long,11,2,4,0.5,0.08409892765135824,0.30579352991775466,0.9675995272427814,2.0669708321366076,6.540360747782708,23.781516077009087
swe-agent:055473:iterative__dvc-3132,swe-agent,long,12,2,4,0.5,0.08409892765135824,0.30579352991775466,0.9675995272427814,2.0669708321366076,6.540360747782708,23.781516077009087
swe-agent:055473:iterative__dvc-3132,swe-agent,long,13,2,4,0.5,0.09079480697844035,0.34606505530247617,0.9855790389049938,2.0292639362765432,5.779260197918312,22.027691522874314
swe-agent:055473:iterative__dvc-3132,swe-agent,long,14,2,4,0.5,0.09079480697844035,0.34606505530247617,0.9855790389049938,2.0292639362765432,5.779260197918312,22.027691522874314
swe-agent:055473:iterative__dvc-3132,swe-agent,long,15,3,4,0.75,0.1250430373432303,0.37789600679749064,0.7746879444680286,3.8725270238458065,7.9386919841353585,23.99173967411962
swe-agent:055473:iterative__dvc-3132,swe-agent,long,16,3,4,0.75,0.1250430373432303,0.37789600679749064,0.7746879444680286,3.8725270238458065,7.9386919841353585,23.99173967411962
swe-agent:055473:iterative__dvc-3132,swe-agent,long,17,3,4,0.75,0.1250430373432303,0.4049523714767962,0.8484370549335009,3.5359134570509005,7.408278630544828,23.99173967411962
swe-agent:055473:iterative__dvc-3132,swe-agent,long,18,3,4,0.75,0.1250430373432303,0.4049523714767962,0.8484370549335009,3.5359134570509005,7.408278630544828,23.99173967411962
swe-agent:055473:iterative__dvc-3132,swe-agent,long,19,4,4,1.0,0.14492023083710742,0.45220436862210633,0.7987713329238206,5.0076909812954975,8.845558065235501,27.60139130951331
swe-agent:055473:iterative__dvc-3132,swe-agent,long,20,4,4,1.0,0.14492023083710742,0.45220436862210633,0.7987713329238206,5.0076909812954975,8.845558065235501,27.60139130951331
swe-agent:055473:iterative__dvc-3132,swe-agent,long,21,4,4,1.0,0.14492023083710742,0.4621784712477514,0.8665569188996544,4.615969144968759,8.65466534865012,27.60139130951331
swe-agent:055473:iterative__dvc-3132,swe-agent,long,22,4,4,1.0,0.14492023083710742,0.4621784712477514,0.8665569188996544,4.615969144968759,8.65466534865012,27.60139130951331
swe-agent:055473:iterative__dvc-3132,swe-agent,long,23,4,4,1.0,0.15462083714780553,0.47872444482254783,0.9995896562862595,4.001642048659307,8.355537393714474,25.869734466489213
swe-agent:055473:iterative__dvc-3132,swe-agent,long,24,4,4,1.0,0.18770145797257787,0.4928776798158638,1.0,4.0,8.115603858333323,21.31043649423532
swe-agent:055473:iterative__dvc-3132,swe-agent,long,25,4,4,1.0,0.20231669416951858,0.5516208864402236,1.0,4.0,7.2513570430829954,19.77098339027056
swe-agent:055473:iterative__dvc-3132,swe-agent,long,26,4,4,1.0,0.20231669416951858,0.5516208864402236,1.0,4.0,7.2513570430829954,19.77098339027056
swe-agent:055473:iterative__dvc-3132,swe-agent,long,27,4,4,1.0,0.22201058648478322,0.6014220310983345,1.0,4.0,6.65090368022449,18.017158836135785
swe-agent:055473:iterative__dvc-3132,swe-agent,long,28,4,4,1.0,0.22201058648478322,0.6014220310983345,1.0,4.0,6.65090368022449,18.017158836135785
swe-agent:055473:iterative__dvc-3132,swe-agent,long,29,4,4,1.0,0.23583326151557837,0.6108050494320919,1.0,4.0,6.548734336297775,16.96113590718319
swe-agent:055473:iterative__dvc-3132,swe-agent,long,30,4,4,1.0,0.23583326151557837,0.609828772612443,1.0,4.0,6.559218225903669,16.96113590718319
swe-agent:055473:iterative__dvc-3132,swe-agent,long,31,4,4,1.0,0.2578297108881816,0.6202563426984454,1.0,4.0,6.448946547806138,15.514115833356243
swe-agent:055473:iterative__dvc-3132,swe-agent,long,32,4,4,1.0,0.2578297108881816,0.6066585103444453,1.0,4.0,6.593495239568801,15.514115833356243
swe-agent:055473:iterative__dvc-3132,swe-agent,long,33,4,4,1.0,0.27611847346912516,0.6181090420537613,1.0,4.0,6.471350082033085,14.486535253307743
swe-agent:055473:iterative__dvc-3132,swe-agent,long,34,4,4,1.0,0.27611847346912516,0.6177903688397781,1.0,4.0,6.474688181869968,14.486535253307743
swe-agent:055473:iterative__dvc-3132,swe-agent,long,35,4,4,1.0,0.3061111792252883,0.6680501400902794,1.0,4.0,5.987574524659848,13.06714772757817
swe-agent:055473:iterative__dvc-3132,swe-agent,long,36,4,4,1.0,0.3061111792252883,0.6673016727323989,1.0,4.0,5.994290383869723,13.06714772757817
swe-agent:055473:iterative__dvc-3132,swe-agent,long,37,4,4,1.0,0.3346582986304477,0.6984530686881559,1.0,4.0,5.726941693466756,11.952490096225194
swe-agent:055473:iterative__dvc-3132,swe-agent,long,38,4,4,1.0,0.3346582986304477,0.6984530686881559,1.0,4.0,5.726941693466756,11.952490096225194
swe-agent:055473:iterative__dvc-3132,swe-agent,long,39,4,4,1.0,0.36757526544979946,0.7346497143046292,1.0,4.0,5.444771735583039,10.8821250393582
swe-agent:055473:iterative__dvc-3132,swe-agent,long,40,4,4,1.0,0.36757526544979946,0.7346497143046292,1.0,4.0,5.444771735583039,10.8821250393582
swe-agent:055473:iterative__dvc-3132,swe-agent,long,41,4,4,1.0,0.4083487040116635,0.7615962048731304,1.0,4.0,5.2521270121958334,9.795549638589645
swe-agent:055473:iterative__dvc-3132,swe-agent,long,42,4,4,1.0,0.4083487040116635,0.7615962048731304,1.0,4.0,5.2521270121958334,9.795549638589645
swe-agent:055473:iterative__dvc-3132,swe-agent,long,43,4,4,1.0,0.42663169199041306,0.8110935651889685,1.0,4.0,4.931613529775792,9.37576854953824
swe-agent:055473:iterative__dvc-3132,swe-agent,long,44,4,4,1.0,0.42663169199041306,0.8110935651889685,1.0,4.0,4.931613529775792,9.37576854953824
swe-agent:055473:iterative__dvc-3132,swe-agent,long,45,4,4,1.0,0.5063521071638302,0.8418397423761077,1.0,4.0,4.751498175543398,7.89964126426712
swe-agent:055473:iterative__dvc-3132,swe-agent,long,46,4,4,1.0,0.5063521071638302,0.8418397423761077,1.0,4.0,4.751498175543398,7.89964126426712
swe-agent:055473:iterative__dvc-3132,swe-agent,long,47,4,4,1.0,0.4780473152021811,0.8788315068416885,1.0,4.0,4.551498175543397,8.36737258592965
swe-agent:055473:iterative__dvc-3132,swe-agent,long,48,4,4,1.0,0.4877867167671245,0.8788315068416885,1.0,4.0,4.551498175543397,8.200305302511241
swe-agent:055473:iterative__dvc-3132,swe-agent,long,49,4,4,1.0,0.5086355979778066,0.8936652164098248,1.0,4.0,4.475949076399596,7.864176270600969
